tx_sign,rx_sign,band,count,snr_med,snr_mad,freq_med,freq_mad,drift_med,drift_mad
K9AN,LY2BOS,14,3,-26.0,1.0,14097178.0,0.0,0.0,0.0
K9AN,M0BOB,28,2,-19.5,0.5,28126180.5,0.5,0.0,0.0
K9AN,M1AVV,14,3,-20.0,1.0,14097188.0,0.0,0.0,0.0
K9AN,M5ADA,14,1,-15.0,0.0,14097181.0,0.0,0.0,0.0
K9AN,M6NNB,14,9,-19.0,2.0,14097189.0,0.0,0.0,0.0
K9AN,N2NOM,21,6,-17.0,0.0,21096170.0,0.5,0.0,0.0
K9AN,N2NOM,28,5,-18.0,1.0,28126173.0,2.0,0.0,0.0
K9AN,N6RY,14,6,-3.5,5.5,14097169.0,0.0,0.0,0.0
K9AN,N6RY,18,7,-3.0,3.0,18106172.0,0.0,0.0,0.0
K9AN,N6RY,21,6,3.0,1.5,21096174.0,0.0,0.0,0.0
K9AN,N6RY,24,7,-6.0,3.0,24926175.0,0.0,0.0,0.0
K9AN,N6RY,28,6,2.0,2.5,28126178.0,0.0,0.0,0.0
K9AN,N9WKW,28,1,-9.0,0.0,28126137.0,0.0,0.0,0.0
K9AN,NH7SR,28,4,-18.5,3.0,28126174.0,0.5,0.0,0.0
K9AN,NN6RF,21,11,-3.0,1.0,21096170.0,0.0,0.0,0.0
K9AN,OE3VMS,14,5,-22.0,2.0,14097170.0,0.0,0.0,0.0
K9AN,OE6PWD,14,3,-18.0,2.0,14097177.0,0.0,0.0,0.0
K9AN,OH2SWL,21,7,-20.0,3.0,21096170.0,0.0,0.0,0.0
K9AN,OH4RM,21,1,-16.0,0.0,21096181.0,0.0,0.0,0.0
K9AN,ON4CDJ,28,3,-6.0,0.0,28126177.0,0.0,0.0,0.0
K9AN,ON4SAR,14,10,-17.5,4.0,14097198.0,0.0,0.0,0.0
K9AN,ON7KB,14,6,-20.0,3.0,14097143.0,0.0,0.0,0.0
K9AN,OZ7IT,14,8,-2.5,5.0,14097172.0,0.5,0.0,0.0
K9AN,OZ7IT,28,2,-7.5,15.5,28126174.5,0.5,-0.5,0.5
K9AN,PA0JED,21,9,4.0,2.0,21096193.0,0.0,0.0,0.0
K9AN,PA0O,28,3,-21.0,2.0,28126159.0,0.0,0.0,0.0
K9AN,PA2WO,28,2,-24.5,1.5,28126166.0,0.0,0.0,0.0
K9AN,PA9KD,28,1,-8.0,0.0,28126177.0,0.0,0.0,0.0
K9AN,PE1BTV,21,9,-20.0,2.0,21096184.0,0.0,0.0,0.0
K9AN,PI4THT,14,10,-16.0,4.0,14097174.0,0.0,0.0,0.0
K9AN,PI4THT,21,13,-16.0,1.0,21096177.0,0.0,0.0,0.0
K9AN,SM7BKZ,28,1,2.0,0.0,28126116.0,0.0,-1.0,0.0
K9AN,SP9LJE,28,1,-8.0,0.0,28126189.0,0.0,-2.0,0.0
K9AN,SWL-NOVARA,14,2,-25.5,0.5,14097183.5,2.5,-0.5,0.5
K9AN,UA1ASB,14,6,-22.0,0.0,14097180.0,0.0,0.0,0.0
K9AN,VA3ROM,28,11,-23.0,1.0,28126183.0,0.0,0.0,0.0
K9AN,VA7LI,14,3,-16.0,1.0,14097156.0,0.0,0.0,0.0
K9AN,VE1AIM,14,13,-3.0,2.0,14097178.0,2.0,0.0,0.0
K9AN,VE4KE,28,7,-16.0,1.0,28126091.0,0.0,0.0,0.0
K9AN,VE6PDQ,14,8,-6.5,2.5,14097169.0,1.0,0.0,0.0
K9AN,VE6PDQ,18,9,-9.0,1.0,18106170.0,1.0,0.0,0.0
K9AN,VE6PDQ,21,7,-14.0,2.0,21096170.0,0.0,0.0,0.0
K9AN,VE6PDQ,28,7,-9.0,2.0,28126170.0,1.0,0.0,0.0
K9AN,VE6PDQ/1,14,5,-14.0,2.0,14097170.0,0.0,0.0,0.0
K9AN,VE6PDQ/1,18,7,-5.0,3.0,18106171.0,1.0,0.0,0.0
K9AN,VE6PDQ/1,21,7,-11.0,5.0,21096169.0,2.0,0.0,0.0
K9AN,VE6PDQ/1,24,7,-16.0,2.0,24926172.0,1.0,0.0,0.0
K9AN,VE6PDQ/1,28,5,-10.0,1.0,28126173.0,1.0,0.0,0.0
K9AN,VE7ENP,14,8,-8.5,0.5,14097116.5,1.5,0.0,0.0
K9AN,VK1CH,14,1,-28.0,0.0,14097173.0,0.0,0.0,0.0
K9AN,VK2DDI,28,2,-22.0,4.0,28126176.5,0.5,0.0,0.0
K9AN,VK3DXE,14,4,-21.5,0.5,14097183.0,0.0,0.0,0.0
K9AN,VK3PD,28,1,-19.0,0.0,28126192.0,0.0,0.0,0.0
K9AN,VK4NE,28,4,-22.0,1.0,28126181.5,0.5,0.0,0.0
K9AN,VK4ZBV,28,2,-21.5,1.5,28126173.5,1.5,0.0,0.0
K9AN,VK5EI,28,4,-14.0,1.0,28126164.5,0.5,0.0,0.0
K9AN,VK7BO,28,1,-3.0,0.0,28126187.0,0.0,0.0,0.0
K9AN,VK7ZL,28,4,-13.5,2.0,28126164.0,18.0,0.5,0.5
K9AN,W1QG,28,1,-4.0,0.0,28126169.0,0.0,0.0,0.0
K9AN,W3CSW,28,7,-20.0,3.0,28126170.0,0.0,0.0,0.0
K9AN,W3GXT,14,13,3.0,2.0,14097167.0,0.0,0.0,0.0
K9AN,W4AC,14,10,2.5,2.5,14097192.0,0.0,0.0,0.0
K9AN,W4MO,14,4,2.5,1.5,14097075.5,0.5,0.5,0.5
K9AN,W7ZWW,14,9,-15.0,2.0,14097151.0,2.0,0.0,0.0
K9AN,W9HLY,14,5,-16.0,1.0,14097170.0,0.0,0.0,0.0
K9AN,WA3DNM,14,4,3.5,1.0,14097169.0,0.0,0.0,0.0
K9AN,WA3DNM,28,1,-25.0,0.0,28126166.0,0.0,0.0,0.0
K9AN,WA5ETV,14,1,-13.0,0.0,14097167.0,0.0,0.0,0.0
K9AN,WA7HL,28,10,7.0,3.0,28126208.0,4.0,0.0,0.0
K9AN,WB1FIG,28,1,-24.0,0.0,28126145.0,0.0,-1.0,0.0
K9AN,WG2Z,28,9,-20.0,2.0,28126181.0,0.0,0.0,0.0
K9AN,WQ7Q,14,9,-11.0,3.0,14097188.0,0.0,0.0,0.0
K9AN,WW6D,21,15,-9.0,5.0,21096174.0,2.0,0.0,0.0
KB1CHU,2E0DSS,14,10,-15.5,2.5,14097049.5,5.5,-2.0,1.0
KB1CHU,2E1CJF,14,2,-16.0,3.0,14097053.0,5.0,-2.5,1.5
KB1CHU,4X1RF,14,3,-19.0,7.0,14097044.0,3.0,-2.0,1.0
KB1CHU,AD4PT,14,4,-13.5,1.5,14097042.0,2.0,-1.0,0.5
KB1CHU,AD7LF,14,1,-20.0,0.0,14097044.0,0.0,-1.0,0.0
KB1CHU,AF5ES,14,5,-20.0,1.0,14097054.0,6.0,-2.0,1.0
KB1CHU,AF6CH,14,7,-13.0,2.0,14097037.0,1.0,-2.0,1.0
KB1CHU,AI4RY,14,8,-10.5,1.5,14097053.5,2.0,-1.0,0.0
KB1CHU,DC0DX,14,1,-25.0,0.0,14097055.0,0.0,-2.0,0.0
KB1CHU,DK0SC,14,2,-18.0,4.0,14097060.0,5.0,-1.0,0.0
KB1CHU,DL5RBD,14,2,-16.0,1.0,14097048.5,3.5,-2.0,1.0
KB1CHU,G0MKI,14,2,-23.5,0.5,14097068.5,1.5,-2.5,0.5
KB1CHU,G3JKF,14,2,-15.0,3.0,14097058.5,0.5,-1.5,0.5
KB1CHU,G4DND,14,5,-14.0,1.0,14097052.0,6.0,-1.0,0.0
KB1CHU,GM4SFW,14,5,-9.0,2.0,14097059.0,4.0,-2.0,1.0
KB1CHU,HA2RD,14,1,-22.0,0.0,14097110.0,0.0,-1.0,0.0
KB1CHU,HB9EWH,14,4,-11.5,0.5,14097047.0,3.0,-2.5,0.5
KB1CHU,HB9JAQ,14,4,-14.5,0.5,14097056.0,4.0,-3.0,0.5
KB1CHU,HB9TVP,14,5,-17.0,6.0,14097065.0,2.0,-2.0,1.0
KB1CHU,IK1NET,14,2,-8.5,2.5,14097051.5,0.5,-1.5,0.5
KB1CHU,K4COD,14,9,-8.0,4.0,14097051.0,2.0,-2.0,1.0
KB1CHU,K4EH,14,8,-15.0,1.5,14097085.0,4.0,-1.5,0.5
KB1CHU,K4RCG,14,9,1.0,3.0,14097061.0,6.0,-2.0,1.0
KB1CHU,K6CCA,14,5,-15.0,1.0,14097044.0,0.0,-2.0,1.0
KB1CHU,K7UEB/20,14,1,-22.0,0.0,14097050.0,0.0,-1.0,0.0
KB1CHU,K9AN,14,11,-3.0,3.0,14097045.0,3.0,-1.0,1.0
KB1CHU,KB1MVX,14,11,-14.0,2.0,14097043.0,5.0,-1.0,0.0
KB1CHU,KC3AVT,14,7,-2.0,1.0,14097055.0,6.0,-2.0,1.0
KB1CHU,KD0LKW,14,1,-12.0,0.0,14097030.0,0.0,-1.0,0.0
KB1CHU,KE7A,14,5,-16.0,3.0,14097051.0,2.0,-1.0,0.0
KB1CHU,LA5WJA,14,1,-21.0,0.0,14097044.0,0.0,-1.0,0.0
KB1CHU,LA6MNA,14,2,-19.5,1.5,14097075.0,4.0,-1.0,0.0
KB1CHU,LA9JO,14,4,-20.5,1.5,14097068.0,3.0,-1.5,0.5
KB1CHU,LY2BOS,14,2,-22.0,2.0,14097064.5,1.5,-3.0,1.0
KB1CHU,M1AVV,14,1,-16.0,0.0,14097060.0,0.0,-2.0,0.0
KB1CHU,M5ADA,14,3,-20.0,1.0,14097061.0,1.0,-3.0,0.0
KB1CHU,M6NNB,14,3,-21.0,3.0,14097065.0,2.0,-2.0,0.0
KB1CHU,OE3VMS,14,2,-19.0,3.0,14097045.0,4.0,-2.0,1.0
KB1CHU,ON4SAR,14,3,-19.0,0.0,14097079.0,3.0,-1.0,0.0
KB1CHU,ON7KB,14,1,-21.0,0.0,14097018.0,0.0,0.0,0.0
KB1CHU,OZ7IT,14,7,-6.0,8.0,14097049.0,3.0,-2.0,1.0
KB1CHU,PI4THT,14,1,-18.0,0.0,14097049.0,0.0,-1.0,0.0
KB1CHU,SM0JZT,14,2,-18.0,1.0,14097075.0,3.0,-1.5,0.5
KB1CHU,SWL-NOVARA,14,1,-23.0,0.0,14097056.0,0.0,-3.0,0.0
KB1CHU,VE1AIM,14,7,-7.0,0.0,14097061.0,2.0,-2.0,1.0
KB1CHU,VE7ENP,14,3,-18.0,1.0,14097006.0,0.0,-4.0,0.0
KB1CHU,W3GXT,14,5,4.0,1.0,14097052.0,2.0,-2.0,1.0
KB1CHU,W4AC,14,9,-13.0,3.0,14097073.0,1.0,-2.0,0.0
KB1CHU,W4MO,14,3,-5.0,2.0,14097083.0,5.0,-1.0,0.0
KB1CHU,W7ZWW,14,3,-21.0,1.0,14097033.0,1.0,-3.0,1.0
KB1CHU,W9HLY,14,4,-3.0,0.5,14097051.0,0.0,-2.5,1.5
KB1CHU,WA3DNM,14,1,-20.0,0.0,14097052.0,0.0,-2.0,0.0
KB1CHU,WQ7Q,14,5,-17.0,2.0,14097062.0,0.0,-1.0,0.0
KB1MVX,4X1RF,14,1,-23.0,0.0,14097074.0,0.0,0.0,0.0
KB1MVX,AF5ES,14,53,-8.0,3.0,14097079.0,2.0,0.0,0.0
KB1MVX,AF6CH,14,35,-13.0,4.0,14097069.0,1.0,0.0,0.0
KB1MVX,DK6UG,14,47,-13.0,2.0,14097074.0,2.0,0.0,0.0
KB1MVX,K4EH,14,18,-20.0,1.0,14097110.0,1.5,0.0,0.0
KB1MVX,K4RCG,14,51,1.0,5.0,14097086.0,2.0,0.0,0.0
KB1MVX,K6TE,14,1,-27.0,0.0,14097077.0,0.0,0.0,0.0
KB1MVX,K7FET,14,5,-26.0,1.0,14097082.0,1.0,0.0,0.0
KB4RG,AC7SM,28,6,-5.0,7.0,28126002.0,0.0,0.0,0.0
KB4RG,CT1JTQ,28,13,-16.0,1.0,28126019.0,0.0,0.0,0.0
KB4RG,DD2EE,28,4,-22.5,1.5,28126018.5,0.5,0.0,0.0
KB4RG,DL7AIR,28,1,-23.0,0.0,28126003.0,0.0,-1.0,0.0
KB4RG,EA4DBS,28,1,-22.0,0.0,28126051.0,0.0,1.0,0.0
KB4RG,GM4WJA,28,8,-24.5,0.5,28126060.0,0.0,0.0,0.0
KB4RG,HB9JOI,28,1,-26.0,0.0,28126053.0,0.0,0.0,0.0
KB4RG,N5CSC,28,13,-22.0,1.0,28126062.0,1.0,0.0,0.0
KB4RG,ND6M,28,9,-20.0,1.0,28126014.0,0.0,0.0,0.0
KB4RG,PA0PZ,28,5,-24.0,0.0,28126045.0,0.0,0.0,0.0
KB4RG,PD1AKT,28,5,-24.0,3.0,28126089.0,1.0,0.0,0.0
KB4RG,W5COV,28,3,-25.0,0.0,28126008.0,0.0,-1.0,0.0
KB4RG,WA6JRW,28,26,6.0,2.0,28126021.0,1.0,0.0,0.0
KB4RG,ZP5BAB,28,20,-20.5,2.5,28126017.0,0.0,0.0,0.0
KB8OQS,K4RCG,10,6,-23.5,2.0,10140224.0,1.5,0.0,0.0
KB8OQS,K9AN,10,8,-13.0,2.5,10140212.0,1.0,0.0,0.0
KB8OQS,KB9VLR,10,6,-21.0,2.0,10140215.0,0.0,0.0,0.0
KB8OQS,KV0S,10,9,-19.0,1.0,10140238.0,0.0,0.0,0.0
KB8OQS,N0RW,10,3,-18.0,2.0,10140214.0,0.0,0.0,0.0
KB8OQS,N1NCO,10,2,-23.0,2.0,10140227.0,0.0,0.0,0.0
KB8OQS,N2NOM,10,3,-16.0,1.0,10140210.0,0.0,0.0,0.0
KB8OQS,W3BI,10,7,-25.0,1.0,10140207.0,1.0,0.0,0.0
KB8OQS,WD4ELG,10,2,-12.5,0.5,10140203.5,0.5,0.0,0.0
KB9AMG,AC7SM,28,21,-5.0,1.0,28126140.0,2.0,0.0,1.0
KB9AMG,CT1JTQ,28,8,-6.5,5.5,28126162.0,0.0,0.0,0.0
KB9AMG,DC3RJ,28,3,-15.0,4.0,28126123.0,2.0,0.0,0.0
KB9AMG,DD2EE,28,4,-16.0,0.5,28126161.5,0.5,0.0,0.0
KB9AMG,DF2LV,28,2,-17.0,1.0,28126109.5,0.5,0.0,0.0
KB9AMG,DG2NBN,28,2,-26.5,0.5,28126134.0,0.0,0.0,0.0
KB9AMG,DG6RCH,28,2,-14.5,8.5,28126090.0,0.0,1.0,0.0
KB9AMG,DJ6LB,28,1,-10.0,0.0,28126102.0,0.0,0.0,0.0
KB9AMG,DK3ACH,28,4,-22.5,2.5,28126123.5,0.5,0.0,0.0
KB9AMG,DK3SML,28,5,-14.0,4.0,28126132.0,0.0,0.0,0.0
KB9AMG,DK6UG,28,5,-13.0,0.0,28126120.0,1.0,0.0,0.0
KB9AMG,DK8FT,28,4,-19.0,4.0,28126105.5,0.5,0.0,0.0
KB9AMG,DL1EHW,28,4,-21.0,3.5,28126109.5,1.0,0.0,0.0
KB9AMG,DL3NCS,28,1,-26.0,0.0,28126113.0,0.0,0.0,0.0
KB9AMG,DL5RBD,14,1,-17.0,0.0,14097118.0,0.0,1.0,0.0
KB9AMG,EA4DBS,28,1,-21.0,0.0,28126199.0,0.0,1.0,0.0
KB9AMG,G3JKV,28,3,-5.0,3.0,28126063.0,1.0,0.0,0.0
KB9AMG,G3THQ,28,1,-28.0,0.0,28126122.0,0.0,0.0,0.0
KB9AMG,G7FYO,28,2,-21.0,5.0,28126142.0,0.0,-1.0,0.0
KB9AMG,G8APM,28,1,-9.0,0.0,28126121.0,0.0,0.0,0.0
KB9AMG,G8LKD,28,1,-27.0,0.0,28126136.0,0.0,0.0,0.0
KB9AMG,GM4SFW,28,1,-15.0,0.0,28126129.0,0.0,0.0,0.0
KB9AMG,IK1NET,28,1,-13.0,0.0,28126119.0,0.0,0.0,0.0
KB9AMG,IZ6QZB,28,2,-15.5,3.5,28126118.5,0.5,0.0,0.0
KB9AMG,JH1GYE,28,5,-23.0,3.0,28126047.0,1.0,0.0,0.0
KB9AMG,K3SIW,28,11,-21.0,1.0,28126124.0,1.0,0.0,0.0
KB9AMG,K9AN,28,4,-23.0,1.5,28126079.5,32.5,0.0,0.0
KB9AMG,KD6RF,28,19,-10.0,4.0,28126116.0,2.0,0.0,0.0
KB9AMG,KE7KRF,28,10,-15.0,1.0,28126041.0,0.0,0.0,0.0
KB9AMG,KG7EYB,28,2,-17.5,2.5,28126045.0,2.0,-0.5,0.5
KB9AMG,KI6STW,28,14,-24.0,2.5,28126111.5,0.5,0.0,0.0
KB9AMG,KI7CI,28,9,-10.0,4.0,28126049.0,0.0,0.0,0.0
KB9AMG,KX3DX,28,1,-24.0,0.0,28126110.0,0.0,0.0,0.0
KB9AMG,LZ1OI,28,1,-27.0,0.0,28126050.0,0.0,0.0,0.0
KB9AMG,M0BOB,28,1,-25.0,0.0,28126122.0,0.0,0.0,0.0
KB9AMG,N2NOM,28,2,-23.5,1.5,28126114.0,2.0,0.0,0.0
KB9AMG,N6RY,28,2,-8.0,10.0,28126056.0,0.0,0.0,0.0
KB9AMG,N9WKW,28,2,-16.5,0.5,28126078.0,1.0,0.0,0.0
KB9AMG,ND6M,28,2,-18.5,0.5,28126155.5,0.5,0.0,0.0
KB9AMG,NH7SR,28,11,-27.0,2.0,28126117.0,0.0,0.0,0.0
KB9AMG,NN6RF,21,1,-15.0,0.0,21096054.0,0.0,1.0,0.0
KB9AMG,ON4CDJ,28,5,-14.0,2.0,28126119.0,1.0,0.0,0.0
KB9AMG,ON5LT,28,1,-8.0,0.0,28126111.0,0.0,0.0,0.0
KB9AMG,OZ7IT,28,6,-3.5,7.0,28126115.0,0.5,0.0,0.0
KB9AMG,PA0O,28,1,1.0,0.0,28126099.0,0.0,0.0,0.0
KB9AMG,PA0PZ,28,3,-10.0,0.0,28126186.0,0.0,0.0,0.0
KB9AMG,PA2WO,28,2,-18.0,3.0,28126107.5,0.5,0.0,0.0
KB9AMG,PA9KD,28,2,-16.0,3.0,28126118.0,0.0,0.0,0.0
KB9AMG,SM7BKZ,28,3,-9.0,5.0,28126058.0,0.0,-1.0,0.0
KB9AMG,SP9LJE,28,4,-21.0,2.0,28126130.0,0.5,-2.0,0.0
KB9AMG,VA3ROM,28,5,-28.0,1.0,28126126.0,0.0,0.0,0.0
KB9AMG,VE4KE,28,3,-25.0,0.0,28126033.0,0.0,0.0,0.0
KB9AMG,VE6PDQ,28,6,3.0,1.0,28126079.0,32.5,0.0,0.0
KB9AMG,VE6PDQ/1,28,5,2.0,3.0,28126112.0,4.0,0.0,0.0
KB9AMG,VK2QN,28,1,-26.0,0.0,28126112.0,0.0,1.0,0.0
KB9AMG,VK7BO,28,4,-19.0,4.5,28126064.0,0.0,0.0,0.0
KB9AMG,VK7ZL,28,5,-26.0,1.0,28126065.0,7.0,0.0,0.0
KB9AMG,W1QG,28,6,-9.5,2.0,28126045.5,0.5,0.0,0.0
KB9AMG,WA6JRW,28,19,-7.0,4.0,28126162.0,1.0,0.0,0.0
KB9AMG,WA7HL,28,22,-4.0,2.0,28126144.5,7.5,0.0,0.0
KB9AMG,WG2Z,28,1,-25.0,0.0,28126124.0,0.0,0.0,0.0
KB9VLR,4X1RF,10,1,-25.0,0.0,10140196.0,0.0,0.0,0.0
KB9VLR,DK4TJ,10,4,-21.5,0.5,10140198.5,0.5,0.0,0.0
KB9VLR,DK6UG,10,5,-22.0,1.0,10140200.0,0.0,0.0,0.0
KB9VLR,DL1GMG,10,2,-23.5,0.5,10140207.0,0.0,0.0,0.0
KB9VLR,F6BIA,10,4,-23.0,0.5,10140210.0,0.0,0.0,0.0
KB9VLR,G0MQW,10,4,-26.5,1.0,10140201.0,0.0,0.0,0.0
KB9VLR,G4KSY,10,3,-24.0,1.0,10140242.0,0.0,0.0,0.0
KB9VLR,G4PMB,10,1,-24.0,0.0,10140246.0,0.0,1.0,0.0
KB9VLR,G8YTR,10,1,-23.0,0.0,10140215.0,0.0,0.0,0.0
KB9VLR,GM4EFR,10,3,-16.0,1.0,10140238.0,0.0,0.0,0.0
KB9VLR,GM4SFW,10,7,-14.0,3.0,10140204.0,0.0,0.0,0.0
KB9VLR,GM4WMM,10,2,-18.5,3.5,10140215.0,0.0,0.0,0.0
KB9VLR,K4RCG,10,17,-7.0,1.0,10140210.0,0.0,0.0,0.0
KB9VLR,K9AN,10,17,-2.0,2.0,10140197.0,0.0,0.0,0.0
KB9VLR,KK5MR,10,5,-14.0,1.0,10140207.0,0.0,0.0,0.0
KB9VLR,KV0S,10,15,1.0,3.0,10140223.0,0.0,0.0,0.0
KB9VLR,LA3JJ,10,6,-19.0,1.0,10140204.0,0.0,0.0,0.0
KB9VLR,LA5GOA,10,7,-17.0,2.0,10140178.0,0.0,0.0,0.0
KB9VLR,LA5GOA/RX2,10,7,-17.0,2.0,10140178.0,0.0,0.0,0.0
KB9VLR,MW0CWF,10,1,-25.0,0.0,10140285.0,0.0,0.0,0.0
KB9VLR,N0RW,10,6,-18.0,1.5,10140199.0,0.0,0.0,0.0
KB9VLR,N1NCO,10,14,-7.5,3.5,10140212.0,0.0,0.0,0.0
KB9VLR,N2NOM,10,12,3.0,2.0,10140196.5,1.0,0.0,0.0
KB9VLR,OE6WSF,10,3,-20.0,3.0,10140182.0,0.0,0.0,0.0
KB9VLR,ON7KB,10,1,-30.0,0.0,10140191.0,0.0,0.0,0.0
KB9VLR,ON7KO,10,7,-14.0,2.0,10140204.0,0.0,0.0,0.0
KB9VLR,OX3XR,10,2,-19.0,0.0,10140207.0,0.0,0.0,0.0
KB9VLR,OZ7IT,10,5,-15.0,3.0,10140196.0,0.0,0.0,0.0
KB9VLR,PA3FNY,10,2,-24.0,1.0,10140212.0,0.0,0.0,0.0
KB9VLR,PI4THT,10,6,-19.5,1.5,10140200.0,0.0,0.0,0.0
KB9VLR,VE1MDO,10,13,-18.0,4.0,10140196.0,0.0,0.0,0.0
KB9VLR,VE6PDQ,10,3,-17.0,2.0,10140196.0,0.0,0.0,0.0
KB9VLR,W3BI,10,11,-3.0,2.0,10140191.0,0.0,0.0,0.0
KB9VLR,W3CSW,10,1,-9.0,0.0,10140197.0,0.0,0.0,0.0
KB9VLR,WA5ETV,10,3,-26.0,0.0,10140202.0,2.0,0.0,0.0
KB9VLR,WD4ELG,10,14,-7.5,2.5,10140187.5,0.5,0.0,0.0
KC2GMM,AC7SM,28,3,-22.0,1.0,28126148.0,1.0,-1.0,1.0
KC2GMM,AI4RY,28,1,-25.0,0.0,28126117.0,0.0,0.0,0.0
KC2GMM,CT1JTQ,28,4,-10.0,5.0,28126167.5,1.5,-1.0,0.0
KC2GMM,CX2ABP,28,9,-15.0,4.0,28126142.0,2.0,0.0,0.0
KC2GMM,DC3RJ,28,3,-23.0,1.0,28126128.0,4.0,-1.0,0.0
KC2GMM,DF2LV,28,1,-25.0,0.0,28126120.0,0.0,-1.0,0.0
KC2GMM,DG6RCH,28,2,-14.5,3.5,28126099.0,1.0,0.0,0.0
KC2GMM,DJ6LB,28,4,-13.0,7.0,28126109.5,0.5,-0.5,0.5
KC2GMM,DK0SC,21,1,-19.0,0.0,21096145.0,0.0,-1.0,0.0
KC2GMM,DK0SC,28,1,-23.0,0.0,28126143.0,0.0,-1.0,0.0
KC2GMM,DK3SML,28,3,-24.0,1.0,28126140.0,0.0,-1.0,0.0
KC2GMM,DK6UG,28,3,-14.0,1.0,28126129.0,0.0,-1.0,0.0
KC2GMM,DK8FT,28,2,-24.0,2.0,28126115.0,0.0,-0.5,0.5
KC2GMM,DL5RBD,14,2,-17.5,1.5,14097125.5,0.5,0.0,0.0
KC2GMM,F59706,28,2,5.0,3.0,28126121.5,0.5,-1.0,0.0
KC2GMM,G0EAG,28,1,-23.0,0.0,28126163.0,0.0,1.0,0.0
KC2GMM,G7FYO,28,6,-12.5,7.0,28126147.0,4.0,-1.0,0.0
KC2GMM,G8JNJ/A,28,1,-19.0,0.0,28126112.0,0.0,0.0,0.0
KC2GMM,G8LKD,28,2,-22.0,2.0,28126143.5,1.5,-0.5,0.5
KC2GMM,GM4SFW,28,2,0.5,3.5,28126136.5,0.5,-1.0,0.0
KC2GMM,IK1NET,28,1,0.0,0.0,28126129.0,0.0,-1.0,0.0
KC2GMM,IT9CLU,28,1,-18.0,0.0,28126071.0,0.0,0.0,0.0
KC2GMM,IZ6QZB,28,1,-14.0,0.0,28126129.0,0.0,-1.0,0.0
KC2GMM,JH1GYE,28,1,-23.0,0.0,28126116.0,0.0,-1.0,0.0
KC2GMM,K1PLL,28,2,-20.5,0.5,28126121.0,0.0,-1.0,0.0
KC2GMM,K3SIW,28,6,-19.0,0.5,28126127.5,0.5,-1.0,0.0
KC2GMM,K3ZV,28,7,-15.0,1.0,28126121.0,4.0,-1.0,0.0
KC2GMM,K4BYN,28,2,-22.5,0.5,28126125.0,1.0,-1.0,0.0
KC2GMM,K4RCG,28,4,-18.0,0.0,28126118.5,2.0,-1.0,0.0
KC2GMM,KB4RG,28,9,3.0,4.0,28126155.0,2.0,-1.0,0.0
KC2GMM,KB9AMG,28,1,-15.0,0.0,28126134.0,0.0,-1.0,0.0
KC2GMM,KD6RF,28,8,-3.5,2.5,28126123.5,3.5,-1.0,0.0
KC2GMM,KE5HPY,28,11,-6.0,2.0,28126144.0,6.0,-1.0,0.0
KC2GMM,KE7KRF,28,3,-26.0,0.0,28126110.0,0.0,-1.0,0.0
KC2GMM,KI6STW,28,9,-8.0,2.0,28126115.0,0.0,-1.0,0.0
KC2GMM,KI7CI,28,2,-20.0,0.0,28126118.0,0.0,-1.0,0.0
KC2GMM,KX3DX,28,5,-5.0,1.0,28126115.0,1.0,-1.0,0.0
KC2GMM,KZ8C,28,5,-21.0,0.0,28126129.0,2.0,-1.0,0.0
KC2GMM,LZ1OI,28,1,-24.0,0.0,28126062.0,0.0,-1.0,0.0
KC2GMM,M0BOB,28,1,-29.0,0.0,28126131.0,0.0,-1.0,0.0
KC2GMM,M1AVV,28,2,-25.0,2.0,28126154.0,2.0,-1.0,0.0
KC2GMM,N2NOM,28,5,-9.0,3.0,28126121.0,1.0,-1.0,0.0
KC2GMM,N6RY,28,2,-7.5,0.5,28126127.0,1.0,-1.0,0.0
KC2GMM,N9WKW,28,2,-15.0,1.0,28126082.5,0.5,-1.0,0.0
KC2GMM,ND6M,28,1,-20.0,0.0,28126165.0,0.0,-1.0,0.0
KC2GMM,NH7SR,28,2,-22.0,2.0,28126120.5,0.5,-1.0,0.0
KC2GMM,NM5AK,28,3,-24.0,3.0,28126126.0,0.0,-1.0,0.0
KC2GMM,ON4CDJ,28,4,-22.5,3.0,28126125.0,3.0,-1.0,0.0
KC2GMM,ON5LT,28,1,-24.0,0.0,28126121.0,0.0,0.0,0.0
KC2GMM,OZ7IT,28,3,-7.0,2.0,28126122.0,0.0,0.0,0.0
KC2GMM,PA0O,28,2,1.0,4.0,28126107.0,0.0,-1.0,0.0
KC2GMM,PA0PZ,28,3,-25.0,1.0,28126193.0,0.0,-1.0,0.0
KC2GMM,PA2WO,28,1,-20.0,0.0,28126117.0,0.0,-1.0,0.0
KC2GMM,PD5MVH,28,1,-6.0,0.0,28126116.0,0.0,1.0,0.0
KC2GMM,SM7BKZ,28,1,-15.0,0.0,28126067.0,0.0,-1.0,0.0
KC2GMM,VA3ROM,28,9,-17.0,1.0,28126129.0,0.0,-1.0,0.0
KC2GMM,VE4KE,28,11,1.0,3.0,28126039.0,2.0,-1.0,0.0
KC2GMM,VE6PDQ,28,3,-21.0,1.0,28126118.0,2.0,-1.0,0.0
KC2GMM,VE6PDQ/1,28,2,-18.5,3.5,28126119.5,4.5,-0.5,0.5
KC2GMM,VK2DDI,28,1,-25.0,0.0,28126123.0,0.0,-1.0,0.0
KC2GMM,VK5EI,28,2,-25.5,1.5,28126111.0,1.0,-1.0,0.0
