tx_sign,rx_sign,band,count,snr_med,snr_mad,freq_med,freq_mad,drift_med,drift_mad
001PDC,W4MO,14,1,-33.0,0.0,14097062.0,0.0,0.0,0.0
1U3SHZ,KB9AMG,28,1,-13.0,0.0,28126188.0,0.0,-4.0,0.0
2E0DSS,4X1RF,14,3,-20.0,2.0,14097025.0,0.0,0.0,0.0
2E0DSS,AD4PT,14,3,-25.0,6.0,14097022.0,0.0,0.0,0.0
2E0DSS,AF6CH,14,2,-25.0,2.0,14097019.0,0.0,0.5,0.5
2E0DSS,AI4RY,14,4,-22.0,1.0,14097030.0,0.0,0.0,0.0
2E0DSS,DC0DX,14,1,-28.0,0.0,14097032.0,0.0,0.0,0.0
2E0DSS,DK3PM,14,1,-23.0,0.0,14097021.0,0.0,0.0,0.0
2E0DSS,DK3PZ,14,1,-28.0,0.0,14097041.0,0.0,0.0,0.0
2E0DSS,DK6UG,14,10,-16.5,4.5,14097025.0,1.0,0.0,0.0
2E0DSS,DL5RBD,14,2,-27.5,1.5,14097028.5,1.5,0.0,0.0
2E0DSS,F4MZI,14,1,-24.0,0.0,14097011.0,0.0,0.0,0.0
2E0DSS,F8AOF,14,2,-25.5,2.5,14097060.5,5.5,0.5,0.5
2E0DSS,G0MKI,14,1,-22.0,0.0,14097041.0,0.0,0.0,0.0
2E0DSS,G3JKF,14,3,-22.0,2.0,14097033.0,1.0,0.0,0.0
2E0DSS,G4DND,14,5,-25.0,1.0,14097037.0,1.0,0.0,0.0
2E0DSS,GM4SFW,14,4,-23.0,1.5,14097034.5,1.0,0.0,0.0
2E0DSS,HB9EWH,14,2,-25.5,3.5,14097025.5,0.5,-0.5,0.5
2E0DSS,HB9JAQ,14,2,-24.0,1.0,14097035.0,0.0,-0.5,0.5
2E0DSS,HB9TVP,14,3,-27.0,1.0,14097038.0,0.0,0.0,0.0
2E0DSS,IK1RGM,14,1,-14.0,0.0,14097026.0,0.0,0.0,0.0
2E0DSS,JH1GYE,14,1,-25.0,0.0,14097027.0,0.0,0.0,0.0
2E0DSS,K4COD,14,5,-20.0,2.0,14097025.0,0.0,0.0,0.0
2E0DSS,K4EH,14,1,-23.0,0.0,14097058.0,0.0,0.0,0.0
2E0DSS,K4RCG,14,7,-19.0,1.0,14097036.0,1.0,0.0,0.0
2E0DSS,K9AN,14,12,-12.0,2.0,14097025.0,0.0,0.0,0.0
2E0DSS,KB1MVX,14,1,-22.0,0.0,14097018.0,0.0,0.0,0.0
2E0DSS,KB1SUA,14,1,-17.0,0.0,14097039.0,0.0,0.0,0.0
2E0DSS,KC3AVT,14,6,-17.5,2.0,14097029.0,1.0,0.0,0.0
2E0DSS,KC3BWN,14,1,-27.0,0.0,14097027.0,0.0,0.0,0.0
2E0DSS,KE7A,14,1,-25.0,0.0,14097022.0,0.0,0.0,0.0
2E0DSS,LA5WJA,14,3,-5.0,2.0,14097018.0,4.0,0.0,0.0
2E0DSS,LA9JO,14,4,-4.0,2.5,14097039.5,0.5,0.0,0.0
2E0DSS,LY2BOS,14,5,-7.0,3.0,14097036.0,1.0,0.0,0.0
2E0DSS,M5ADA,14,3,-24.0,1.0,14097038.0,0.0,0.0,0.0
2E0DSS,M6NNB,14,1,-21.0,0.0,14097045.0,0.0,0.0,0.0
2E0DSS,OE3VMS,14,2,-7.0,7.0,14097026.5,0.5,0.0,0.0
2E0DSS,OE6PWD,14,1,-9.0,0.0,14097033.0,0.0,0.0,0.0
2E0DSS,ON4SAR,14,1,-23.0,0.0,14097055.0,0.0,0.0,0.0
2E0DSS,OZ5BIR,14,1,-12.0,0.0,14097039.0,0.0,0.0,0.0
2E0DSS,OZ7IT,14,6,-17.5,2.5,14097027.0,0.0,0.0,0.0
2E0DSS,PI4THT,14,1,-26.0,0.0,14097032.0,0.0,0.0,0.0
2E0DSS,UA1ASB,14,2,-15.0,1.0,14097037.0,0.0,0.0,0.0
2E0DSS,VE1AIM,14,13,-21.0,3.0,14097035.0,2.0,0.0,0.0
2E0DSS,VE6PDQ/1,14,1,-27.0,0.0,14097025.0,0.0,0.0,0.0
2E0DSS,W3GXT,14,8,-15.0,3.0,14097023.5,1.0,0.0,0.0
2E0DSS,W4AC,14,8,-15.5,5.0,14097047.0,0.0,0.0,0.0
2E0DSS,W4MO,14,2,-16.0,5.0,14097065.0,0.0,0.0,0.0
2E0DSS,W9HLY,14,3,-28.0,1.0,14097025.0,0.0,0.0,0.0
2E0DSS,WA3DNM,14,3,-23.0,1.0,14097024.0,0.0,0.0,0.0
2E0DSS,WQ7Q,14,5,-24.0,1.0,14097043.0,0.0,0.0,0.0
2E1CJF,2E0DSS,14,3,-22.0,2.0,14097121.0,0.0,0.0,0.0
2E1CJF,4X1RF,14,3,-16.0,2.0,14097122.0,0.0,0.0,0.0
2E1CJF,AD4PT,14,1,-26.0,0.0,14097118.0,0.0,0.0,0.0
2E1CJF,AF6CH,14,1,-20.0,0.0,14097114.0,0.0,0.0,0.0
2E1CJF,AI4RY,14,2,-18.5,0.5,14097127.0,1.0,0.0,0.0
2E1CJF,DK6UG,14,2,-21.0,3.0,14097120.5,0.5,0.0,0.0
2E1CJF,DL5RBD,14,1,-24.0,0.0,14097123.0,0.0,-1.0,0.0
2E1CJF,G3JKF,14,1,-21.0,0.0,14097156.0,0.0,0.0,0.0
2E1CJF,G4DND,14,3,-23.0,2.0,14097123.0,0.0,0.0,0.0
2E1CJF,GM4SFW,14,1,-19.0,0.0,14097130.0,0.0,0.0,0.0
2E1CJF,HB9EWH,14,1,-27.0,0.0,14097121.0,0.0,0.0,0.0
2E1CJF,HS0ZKM,14,3,-27.0,1.0,14097119.0,0.0,0.0,0.0
2E1CJF,JH1GYE,14,2,-19.0,2.0,14097123.0,0.0,0.0,0.0
2E1CJF,K4COD,14,2,-16.0,4.0,14097121.0,0.0,0.0,0.0
2E1CJF,K4EH,14,1,-22.0,0.0,14097156.0,0.0,0.0,0.0
2E1CJF,K4RCG,14,1,-19.0,0.0,14097131.0,0.0,0.0,0.0
2E1CJF,K9AN,14,3,-5.0,1.0,14097122.0,0.0,0.0,0.0
2E1CJF,KB1SUA,14,1,-9.0,0.0,14097136.0,0.0,0.0,0.0
2E1CJF,KC3AVT,14,2,-11.0,7.0,14097137.5,13.5,0.0,0.0
2E1CJF,KK4MBI,14,1,-7.0,0.0,14097123.0,0.0,-1.0,0.0
2E1CJF,LA9JO,14,4,-11.5,6.0,14097135.5,1.0,0.0,0.0
2E1CJF,M5ADA,14,3,-25.0,0.0,14097134.0,0.0,0.0,0.0
2E1CJF,OZ7IT,14,3,-16.0,3.0,14097124.0,1.0,0.0,0.0
2E1CJF,VE1AIM,14,2,-19.5,4.5,14097130.0,1.0,0.0,0.0
2E1CJF,VE6PDQ/1,14,1,-17.0,0.0,14097123.0,0.0,0.0,0.0
2E1CJF,VK3DXE,14,4,-22.5,1.0,14097136.5,1.0,0.0,0.0
2E1CJF,W3GXT,14,2,-14.5,1.5,14097119.5,0.5,0.0,0.0
2E1CJF,W4AC,14,4,-10.5,1.5,14097142.0,0.0,0.0,0.0
2E1CJF,W4MO,14,3,-8.0,0.0,14097024.0,0.0,0.0,0.0
2E1CJF,WQ7Q,14,2,-19.5,0.5,14097139.0,0.0,0.0,0.0
405QZY,M21CC,5,1,-5.0,0.0,5250059.0,0.0,-1.0,0.0
450D,DJ6LB,1,1,-22.0,0.0,1838164.0,0.0,-1.0,0.0
546XF,DL6YCU,28,1,-12.0,0.0,28126106.0,0.0,0.0,0.0
7F1GVA,G0MQW,10,1,-1.0,0.0,10140185.0,0.0,0.0,0.0
8K6NUE,JH1GYE,14,1,-24.0,0.0,14097040.0,0.0,1.0,0.0
9H1VW,DK6UG,10,1,-14.0,0.0,10140174.0,0.0,2.0,0.0
9H1VW,OE6WSF,10,1,-17.0,0.0,10140152.0,0.0,2.0,0.0
9V1TD,DU1MGA,7,3,-8.0,3.0,7040076.0,0.0,0.0,0.0
9V1TD,JG1KGS,7,1,-18.0,0.0,7040073.0,0.0,0.0,0.0
9V1TD,VK7BO,7,1,-16.0,0.0,7040081.0,0.0,0.0,0.0
9V1TD,VK7DIK,7,11,-13.0,1.0,7040061.0,0.0,0.0,0.0
AA7FV,2E0DSS,14,5,-20.0,1.0,14097148.0,0.0,0.0,0.0
AA7FV,2E1CJF,14,1,-18.0,0.0,14097158.0,0.0,0.0,0.0
AA7FV,4X1RF,14,1,-25.0,0.0,14097151.0,0.0,0.0,0.0
AA7FV,AD4PT,14,10,2.5,1.5,14097148.0,0.0,0.0,0.0
AA7FV,AD7LF,14,5,-15.0,3.0,14097150.0,1.0,0.0,0.0
AA7FV,AE9RB,14,11,-21.0,2.0,14097146.0,2.0,0.0,0.0
AA7FV,AF5ES,14,14,-3.5,3.0,14097156.0,2.0,0.0,0.0
AA7FV,AF6CH,14,19,1.0,2.0,14097144.0,2.0,0.0,0.0
AA7FV,AI4RY,14,6,-10.0,3.0,14097157.5,1.5,0.0,0.0
AA7FV,DG7RJ,14,1,-25.0,0.0,14097150.0,0.0,0.0,0.0
AA7FV,DK0SC,14,1,-14.0,0.0,14097162.0,0.0,0.0,0.0
AA7FV,DK6UG,14,5,-19.0,2.0,14097148.0,1.0,0.0,0.0
AA7FV,DL5RBD,14,1,-20.0,0.0,14097153.0,0.0,1.0,0.0
AA7FV,G4DND,14,2,-16.0,2.0,14097151.5,0.5,-0.5,0.5
AA7FV,GM4SFW,14,7,-10.0,1.0,14097159.0,1.0,0.0,0.0
AA7FV,IK1NET,14,7,-9.0,2.0,14097156.0,0.0,0.0,0.0
AA7FV,K4COD,14,14,-1.0,2.5,14097152.0,2.0,0.0,0.0
AA7FV,K4EH,14,7,-15.0,3.0,14097185.0,2.0,0.0,0.0
AA7FV,K4RCG,14,8,-12.0,4.5,14097160.0,1.0,0.5,0.5
AA7FV,K6CCA,14,11,6.0,1.0,14097151.0,1.0,0.0,0.0
AA7FV,K6TE,14,2,3.0,0.0,14097155.5,0.5,0.0,0.0
AA7FV,K7FET,14,12,-20.0,1.0,14097156.0,1.5,0.0,0.0
AA7FV,K7UEB/20,14,21,-10.0,2.0,14097162.0,3.0,0.0,0.0
AA7FV,K9AN,14,8,-8.5,3.0,14097152.0,2.0,0.0,0.0
AA7FV,KB1MVX,14,10,-14.0,3.0,14097146.5,1.5,0.0,0.0
AA7FV,KC3AVT,14,5,-14.0,2.0,14097153.0,1.0,0.0,0.0
AA7FV,KC3BWN,14,1,-11.0,0.0,14097152.0,0.0,0.0,0.0
AA7FV,KC6KGE,14,12,-4.0,1.0,14097121.0,1.5,-0.5,0.5
AA7FV,KD0LKW,14,3,-15.0,1.0,14097136.0,0.0,0.0,0.0
AA7FV,KE7A,14,11,4.0,2.0,14097152.0,2.0,0.0,0.0
AA7FV,KI7CI,14,13,3.0,2.0,14097156.0,1.0,0.0,0.0
AA7FV,KU4PY,10,2,-6.0,3.0,10140249.0,1.0,0.0,0.0
AA7FV,M5ADA,14,1,-22.0,0.0,14097161.0,0.0,0.0,0.0
AA7FV,M6NNB,14,2,-22.0,0.0,14097169.5,0.5,0.0,0.0
AA7FV,N6RY,14,6,-10.5,0.5,14097152.0,1.5,0.0,0.0
AA7FV,NM5AK,14,1,-24.0,0.0,14097159.0,0.0,0.0,0.0
AA7FV,OZ7IT,14,3,-9.0,1.0,14097151.0,1.0,0.0,0.0
AA7FV,VA7LI,14,7,-12.0,0.0,14097142.0,1.0,0.0,0.0
AA7FV,VE1AIM,14,5,-22.0,1.0,14097156.0,2.0,0.0,0.0
AA7FV,VE6PDQ,14,7,-11.0,2.0,14097153.0,3.0,0.0,0.0
AA7FV,VE6PDQ/1,14,5,-16.0,4.0,14097155.0,2.0,0.0,0.0
AA7FV,VE7ENP,14,3,-8.0,0.0,14097096.0,1.0,0.0,0.0
AA7FV,W3GXT,14,14,-11.0,3.0,14097148.0,1.0,0.0,0.0
AA7FV,W4AC,14,7,-15.0,3.0,14097171.0,0.0,0.0,0.0
AA7FV,W4MO,14,6,-17.0,4.5,14097123.0,65.5,0.0,0.0
AA7FV,W7ZWW,14,14,-18.0,2.0,14097134.0,4.0,0.0,0.0
AA7FV,W9HLY,14,6,-8.0,2.0,14097150.0,0.5,0.0,0.0
AA7FV,WA3DNM,14,3,-9.0,1.0,14097148.0,0.0,0.0,0.0
AA7FV,WA5ETV,14,1,-26.0,0.0,14097147.0,0.0,0.0,0.0
AA7FV,WQ7Q,14,20,-7.5,1.5,14097170.0,2.0,0.0,0.0
AC7SM,AI4RY,28,10,-20.0,1.5,28126003.0,0.0,1.0,0.0
AC7SM,CT1JTQ,28,10,-16.5,2.5,28126055.0,0.0,1.0,0.0
AC7SM,CX2ABP,28,32,-19.0,3.0,28126030.0,2.0,1.0,0.0
AC7SM,DD2EE,28,3,-21.0,4.0,28126053.0,0.0,1.0,1.0
AC7SM,DK0SC,28,1,-13.0,0.0,28126030.0,0.0,1.0,0.0
AC7SM,DK3ACH,28,3,-21.0,3.0,28126017.0,0.0,1.0,0.0
AC7SM,DK3SML,28,4,-23.5,1.0,28126025.0,0.0,1.0,0.0
AC7SM,DK6UG,28,4,-20.0,0.5,28126012.0,0.5,1.0,0.0
AC7SM,DL1EHW,28,1,-19.0,0.0,28126005.0,0.0,1.0,0.0
AC7SM,DU1MGA,28,1,-21.0,0.0,28126013.0,0.0,-1.0,0.0
AC7SM,EA4DBS,28,1,-19.0,0.0,28126091.0,0.0,2.0,0.0
AC7SM,G7FYO,28,1,-28.0,0.0,28126038.0,0.0,0.0,0.0
AC7SM,G8FDJ,28,1,-25.0,0.0,28126088.0,0.0,3.0,0.0
AC7SM,G8JNJ/A,28,1,-22.0,0.0,28126001.0,0.0,2.0,0.0
AC7SM,GM4SFW,28,3,-21.0,1.0,28126022.0,0.0,1.0,0.0
AC7SM,GM4WJA,28,6,-25.0,0.5,28126095.0,0.5,1.0,0.0
AC7SM,HB9JOI,28,3,-19.0,5.0,28126088.0,0.0,1.0,0.0
AC7SM,IK1NET,28,1,-13.0,0.0,28126011.0,0.0,1.0,0.0
AC7SM,IZ6QZB,28,1,-23.0,0.0,28126012.0,0.0,1.0,0.0
AC7SM,JG1ERW,28,1,-19.0,0.0,28126004.0,0.0,1.0,0.0
AC7SM,JH1GYE,28,11,-9.0,4.0,28126005.0,0.0,1.0,0.0
AC7SM,K1PLL,28,5,-18.0,0.0,28126005.0,0.0,1.0,0.0
AC7SM,K3SIW,28,28,5.0,3.0,28126017.0,0.0,1.0,1.0
AC7SM,K3ZV,28,12,-16.0,2.5,28126008.0,0.0,1.0,0.0
AC7SM,K4BYN,28,8,-12.0,4.0,28126012.0,0.0,1.0,0.0
AC7SM,K4RCG,28,14,-23.0,3.0,28126005.0,0.0,1.0,0.0
AC7SM,K9AN,28,4,-4.0,2.5,28126005.0,0.0,1.0,0.0
AC7SM,KB4RG,28,10,3.5,2.5,28126044.0,0.0,1.0,0.0
AC7SM,KB9AMG,28,32,3.5,2.5,28126025.0,0.0,1.0,0.0
AC7SM,KC2GMM,28,13,-24.0,2.0,28126024.0,2.0,1.0,0.0
AC7SM,KD6RF,28,22,-24.0,1.0,28126010.0,1.0,1.0,0.0
AC7SM,KE5HPY,28,37,-2.0,2.0,28126032.0,4.0,1.0,0.0
AC7SM,KI7CI,28,2,-28.5,0.5,28126008.0,0.0,1.0,0.0
AC7SM,KX3DX,28,12,-17.0,2.0,28126003.0,0.0,1.0,0.0
AC7SM,KZ8C,28,31,-15.0,3.0,28126017.0,0.0,1.0,0.0
AC7SM,LI3JJ,28,1,-24.0,0.0,28126025.0,0.0,1.0,0.0
AC7SM,M0BOB,28,1,-26.0,0.0,28126015.0,0.0,1.0,0.0
AC7SM,N2NOM,28,11,-20.0,3.0,28126008.0,1.0,1.0,0.0
AC7SM,N5CSC,28,5,-4.0,5.0,28126096.0,0.0,1.0,0.0
AC7SM,N6RY,28,1,-21.0,0.0,28126012.0,0.0,1.0,0.0
AC7SM,ND6M,28,12,7.5,1.5,28126048.0,0.0,1.0,0.0
AC7SM,NH7SR,28,25,-18.0,2.0,28126009.0,1.0,1.0,0.0
AC7SM,ON4CDJ,28,4,-21.5,0.5,28126013.0,1.0,1.0,0.0
AC7SM,OZ7IT,28,6,-20.5,2.5,28126010.0,1.0,0.5,0.5
AC7SM,PA0PZ,28,2,-23.0,3.0,28126079.0,0.0,0.0,0.0
AC7SM,PA2WO,28,1,-28.0,0.0,28126002.0,0.0,1.0,0.0
AC7SM,PD1AKT,28,3,-19.0,3.0,28126125.0,0.0,1.0,0.0
AC7SM,SP9LJE,28,1,-23.0,0.0,28126019.0,0.0,1.0,0.0
AC7SM,VA3ROM,28,23,0.0,1.0,28126019.0,0.0,1.0,0.0
AC7SM,VE3LTI,28,1,-18.0,0.0,28126028.0,0.0,1.0,0.0
AC7SM,VE6PDQ,28,4,6.5,0.5,28126005.0,1.5,1.0,0.0
AC7SM,VE6PDQ/1,28,5,12.0,0.0,28126006.0,2.0,1.0,0.0
AC7SM,VK2QN,28,1,-24.0,0.0,28126001.0,0.0,2.0,0.0
AC7SM,VK4NE,28,1,-25.0,0.0,28126031.0,0.0,-1.0,0.0
AC7SM,VK4ZBV,28,4,-24.5,1.5,28126007.0,0.0,1.0,0.5
AC7SM,VK5EI,28,2,-24.5,1.5,28126001.5,0.5,0.5,0.5
AC7SM,VK7BO,28,7,-23.0,1.0,28126022.0,0.0,1.0,0.0
AC7SM,VK7ZL,28,1,-24.0,0.0,28126021.0,0.0,1.0,0.0
AC7SM,W1QG,28,1,-25.0,0.0,28126003.0,0.0,1.0,0.0
AC7SM,W3CSW,28,20,-16.5,3.0,28126005.0,0.0,1.0,0.0
AC7SM,W5COV,28,5,-15.0,12.0,28126043.0,0.0,1.0,1.0
AC7SM,W8OL,28,4,-26.0,1.0,28126011.0,0.0,1.0,0.0
AC7SM,W9HLY,28,12,-24.0,4.5,28126005.0,0.0,1.0,0.0
AC7SM,WA3DNM,28,4,-21.5,1.5,28126002.0,0.0,1.0,0.0
AC7SM,WA5NGP,28,7,-1.0,3.0,28126020.0,2.0,1.0,1.0
AC7SM,WA6JRW,28,19,-23.0,1.0,28126055.0,0.0,1.0,0.0
AC7SM,WG2Z,28,23,-19.0,3.0,28126017.0,0.0,1.0,0.0
AC7SM,WJ9H,28,20,-10.0,2.5,28126044.5,0.5,1.0,0.0
AC7SM,WK0I,28,2,-10.5,12.5,28126011.0,0.0,1.5,0.5
AC7SM,ZP5BAB,28,19,-21.0,2.0,28126052.0,0.0,1.0,0.0
AD4PT,2E0DSS,14,15,-23.0,1.0,14097146.0,1.0,0.0,0.0
AD4PT,2E1CJF,14,2,-24.0,0.0,14097153.5,0.5,0.0,0.0
AD4PT,4X1RF,10,1,-26.0,0.0,10140218.0,0.0,1.0,0.0
AD4PT,4X1RF,14,11,-23.0,1.0,14097147.0,1.0,0.0,0.0
AD4PT,AD7LF,14,8,-18.0,2.5,14097148.0,1.0,0.0,0.0
AD4PT,AE9RB,14,18,-22.0,1.5,14097142.0,0.0,0.0,0.0
AD4PT,AF5ES,14,20,7.0,1.0,14097151.0,0.0,0.0,0.0
AD4PT,AF6CH,14,15,-1.0,2.0,14097140.0,0.0,0.0,0.0
AD4PT,AI4RY,14,10,-3.0,3.5,14097152.0,1.0,0.0,0.0
AD4PT,CX2ABP,28,1,-23.0,0.0,28126103.0,0.0,-1.0,0.0
AD4PT,DC4LC,14,1,-23.0,0.0,14097171.0,0.0,0.0,0.0
AD4PT,DG7RJ,14,3,-27.0,0.0,14097147.0,1.0,0.0,0.0
AD4PT,DK0SC,14,4,-17.5,0.5,14097159.0,0.0,0.0,0.0
AD4PT,DK0SC,28,1,-22.0,0.0,28126160.0,0.0,0.0,0.0
AD4PT,DK6UG,10,1,-21.0,0.0,10140221.0,0.0,1.0,0.0
AD4PT,DK6UG,14,19,-13.0,1.0,14097145.0,0.0,0.0,0.0
AD4PT,DL1GMG,10,1,-23.0,0.0,10140229.0,0.0,1.0,0.0
AD4PT,DL5RBD,14,4,-23.5,0.5,14097149.0,1.0,0.0,0.0
AD4PT,G3JKF,14,4,-22.5,0.5,14097154.0,0.0,0.0,0.0
AD4PT,G4DND,14,8,-20.5,1.0,14097148.0,0.0,0.0,0.0
AD4PT,GM4SFW,10,3,-18.0,3.0,10140225.0,1.0,0.0,0.0
AD4PT,GM4SFW,14,14,-15.0,1.0,14097156.0,1.0,0.0,0.0
AD4PT,HB9EWH,14,1,-20.0,0.0,14097146.0,0.0,0.0,0.0
AD4PT,HB9JOI,14,2,-27.5,0.5,14097188.5,0.5,0.0,0.0
AD4PT,HB9JOI,18,1,-15.0,0.0,18106156.0,0.0,0.0,0.0
AD4PT,IK1NET,14,14,-18.0,1.0,14097154.0,1.0,0.0,0.0
AD4PT,JH1GYE,28,2,-20.5,1.5,28126080.5,0.5,0.0,0.0
AD4PT,K4COD,14,16,6.0,1.5,14097148.0,0.0,0.0,0.0
AD4PT,K4EH,14,8,-3.5,2.0,14097181.0,0.0,0.0,0.0
AD4PT,K4EH,7,1,-10.0,0.0,7040145.0,0.0,0.0,0.0
AD4PT,K4RCG,10,3,-8.0,5.0,10140231.0,0.0,0.0,0.0
AD4PT,K4RCG,14,13,-4.0,4.0,14097158.0,1.0,0.0,0.0
AD4PT,K4RCG,18,1,-2.0,0.0,18106103.0,0.0,0.0,0.0
AD4PT,K4RCG,21,2,-3.0,4.0,21096096.5,0.5,0.0,0.0
AD4PT,K6CCA,14,19,-5.0,2.0,14097148.0,0.0,0.0,0.0
AD4PT,K7FET,14,12,-19.0,1.0,14097153.0,0.0,0.0,0.0
AD4PT,K7UEB/20,14,19,-13.0,3.0,14097156.0,1.0,0.0,0.0
AD4PT,K9AN,10,4,-5.5,4.0,10140218.5,0.5,0.0,0.0
AD4PT,K9AN,14,17,-4.0,3.0,14097148.0,0.0,0.0,0.0
AD4PT,K9AN,18,1,10.0,0.0,18106097.0,0.0,0.0,0.0
AD4PT,K9AN,21,1,-16.0,0.0,21096097.0,0.0,0.0,0.0
AD4PT,K9AN,24,1,-19.0,0.0,24926088.0,0.0,0.0,0.0
AD4PT,K9AN,28,1,-22.0,0.0,28126080.0,0.0,0.0,0.0
AD4PT,K9AN,7,1,-5.0,0.0,7040129.0,0.0,0.0,0.0
AD4PT,KB1MVX,14,15,-4.0,2.0,14097142.0,2.0,0.0,0.0
AD4PT,KB1SUA,14,2,-10.0,2.0,14097161.5,0.5,0.0,0.0
AD4PT,KB1SUA,18,1,-3.0,0.0,18106123.0,0.0,0.0,0.0
AD4PT,KB9AMG,28,1,-20.0,0.0,28126100.0,0.0,0.0,0.0
AD4PT,KB9VLR,10,3,-1.0,3.0,10140221.0,0.0,0.0,0.0
AD4PT,KC2GMM,28,3,3.0,1.0,28126101.0,1.0,0.0,0.0
AD4PT,KC3AVT,14,6,-11.0,1.5,14097149.0,0.0,0.0,0.0
AD4PT,KC3BWN,14,6,-6.0,3.5,14097150.0,0.5,0.0,0.0
AD4PT,KC6KGE,14,3,-14.0,0.0,14097115.0,0.0,0.0,0.0
AD4PT,KD0LKW,14,4,-15.5,1.0,14097134.0,0.0,0.0,0.0
AD4PT,KD6RF,28,3,1.0,1.0,28126085.0,0.0,0.0,0.0
AD4PT,KG7EYB,28,1,-23.0,0.0,28126082.0,0.0,0.0,0.0
AD4PT,KI6STW,28,2,-1.0,2.0,28126076.5,3.5,0.0,0.0
AD4PT,KI7CI,14,1,-8.0,0.0,14097149.0,0.0,0.0,0.0
AD4PT,KI7CI,28,3,3.0,1.0,28126083.0,0.0,0.0,0.0
AD4PT,KK4MBI,14,4,9.0,1.0,14097150.0,0.0,-1.0,0.0
AD4PT,KK4MBI,28,2,-2.5,0.5,28126084.0,1.0,-0.5,0.5
AD4PT,KK4U,10,1,1.0,0.0,10140223.0,0.0,0.0,0.0
AD4PT,KK5MR,10,3,-12.0,0.0,10140229.0,0.0,1.0,0.0
AD4PT,KU4PY,14,3,0.0,5.0,14097103.0,7.0,0.0,0.0
AD4PT,KU4PY,21,1,-17.0,0.0,21096097.0,0.0,0.0,0.0
AD4PT,KU4PY,24,1,-23.0,0.0,24926089.0,0.0,-1.0,0.0
AD4PT,KU4PY,7,1,-3.0,0.0,7040129.0,0.0,0.0,0.0
AD4PT,KV0S,10,2,1.5,4.5,10140246.0,2.0,0.5,0.5
AD4PT,KZ3X,10,1,-7.0,0.0,10140215.0,0.0,1.0,0.0
AD4PT,LA3JJ,10,1,-21.0,0.0,10140225.0,0.0,1.0,0.0
AD4PT,LA5GOA,10,2,-21.0,1.0,10140199.0,0.0,0.0,0.0
AD4PT,LA5GOA/RX2,10,2,-21.5,0.5,10140199.0,0.0,0.5,0.5
AD4PT,LA9JO,10,1,-21.0,0.0,10140229.0,0.0,1.0,0.0
AD4PT,LA9JO,14,2,-23.0,1.0,14097161.0,0.0,0.5,0.5
AD4PT,M5ADA,14,3,-27.0,0.0,14097159.0,0.0,0.0,0.0
AD4PT,N1NCO,10,1,-11.0,0.0,10140234.0,0.0,1.0,0.0
AD4PT,N2NOM,10,3,-5.0,2.0,10140218.0,0.0,0.0,0.0
AD4PT,N6RY,10,2,-10.0,5.0,10140224.0,1.0,0.5,0.5
AD4PT,N6RY,14,4,-4.5,1.0,14097146.0,0.0,0.0,0.0
AD4PT,N6RY,18,3,-4.0,1.0,18106105.0,1.0,0.0,0.0
AD4PT,N6RY,21,1,5.0,0.0,21096102.0,0.0,0.0,0.0
AD4PT,N6RY,24,2,5.0,0.0,24926096.0,0.0,0.0,0.0
AD4PT,N6RY,28,2,-2.0,2.0,28126090.0,0.0,0.0,0.0
AD4PT,N6RY,7,1,-19.0,0.0,7040133.0,0.0,0.0,0.0
AD4PT,N9WKW,28,1,-20.0,0.0,28126049.0,0.0,0.0,0.0
AD4PT,NM5AK,14,1,-20.0,0.0,14097154.0,0.0,0.0,0.0
AD4PT,NN6RF,21,3,-18.0,0.0,21096099.0,0.0,0.0,0.0
AD4PT,NU6K,14,1,-20.0,0.0,14097120.0,0.0,-2.0,0.0
AD4PT,OE6WSF,10,1,-23.0,0.0,10140203.0,0.0,0.0,0.0
AD4PT,ON4SAR,14,1,-28.0,0.0,14097175.0,0.0,0.0,0.0
AD4PT,ON7KO,10,2,-15.5,1.5,10140225.0,1.0,1.0,0.0
AD4PT,OX3XR,10,2,-20.0,1.0,10140230.0,1.0,0.5,0.5
AD4PT,OZ7IT,14,15,-10.0,2.0,14097148.0,0.0,0.0,0.0
AD4PT,PA3FNY,10,2,-20.0,2.0,10140218.0,0.0,1.0,0.0
AD4PT,PI4THT,10,1,-20.0,0.0,10140221.0,0.0,1.0,0.0
AD4PT,PI4THT,14,3,-23.0,0.0,14097152.0,0.0,0.0,0.0
AD4PT,VA3ROM,28,2,-5.5,1.5,28126091.0,4.0,0.0,0.0
AD4PT,VE1AIM,14,21,-14.0,1.0,14097153.0,0.0,0.0,0.0
AD4PT,VE1MDO,10,2,-15.0,0.0,10140218.0,0.0,0.5,0.5
AD4PT,VE4KE,28,3,-1.0,0.0,28126003.0,0.0,-1.0,0.0
AD4PT,VE6PDQ,10,2,-9.0,3.0,10140217.5,0.5,0.5,0.5
AD4PT,VE6PDQ,14,4,-5.0,1.5,14097146.5,0.5,0.0,0.0
AD4PT,VE6PDQ,18,4,-0.5,2.0,18106101.5,2.0,0.0,0.0
AD4PT,VE6PDQ,21,2,-1.5,0.5,21096095.5,0.5,0.5,0.5
AD4PT,VE6PDQ,28,2,-15.5,2.5,28126079.5,0.5,0.0,0.0
AD4PT,VE6PDQ/1,14,6,-8.0,1.0,14097147.0,1.0,0.0,0.0
AD4PT,VE6PDQ/1,18,3,-6.0,1.0,18106101.0,4.0,0.0,0.0
