"Leg Start Time
(UTC)","Hours
(UTC)","BTO Residual
Start
(µs)","BTO Residual
End
(µs)",Unnamed: 4,"Leg
∂BTO
Residual
(µs)","Leg
GSE
(knots)","Leg
Duration
(secs)","Leg
Duration
Weighted
GSE",Unnamed: 9,"A-T Wind
(knots)","GSE
+ ATW","BFO Residual
Start
(µs)"
19:41:02.906,19.6841405555556,0.408582519444168,-10.1252498326692,,,,,,,,,0.607948163981
20:41:04.904,20.6846955555556,-10.1252498326692,86.8148535691315,,-10.5338323521134,-7.767475912436,3601.998,-7.7717868615674,,1.04874430397504,-6.71873160846096,0.000381899393
21:41:26.905,21.6908069444444,86.8148535691315,-18.7530495173431,,96.9401034018007,-7.074832097123,3622.0009999996,-7.11806914739133,,0.476524095668357,-6.59830800145464,-0.266777400852
22:41:21.906,22.6894183333333,-18.7530495173431,0.0043253349622291,,-105.567903086475,-6.723144808004,3595.0010000001,-6.71380897442218,,-1.61188645603301,-8.33503126403701,-1.382450951822
00:10:59.928,24.1833133333333,0.0043253349622291,114.70235614066,,18.7573748523053,-27.17551592084,5378.022,-40.5973673565633,,18.8916026126049,-8.2839133082351,0.000957124024
,,,,,,,,,,,,
CORREL BTO Residual Leg Start vs Leg End,,-0.469697193706056,,,,,,,,,,
CORREL BTO Residual vs Time,,-0.049991230380469,,,,,,,,,,
CORREL ∂BTO Residual vs GSE + ATW,,,,,0.636914110938943,,,,,,,
CORREL BFO Residual vs Time,,,,,,,,,,,,-0.489515057052759
CORREL BFO Residual vs BTO Residual,,,,,,,,,,,,0.121213702474206
