"Time
(UTC)",Latitude,Longitude,"Altitude
(feet)","Air
Pressure
Altitude","Air
Temp
at FL
(°C)","Speed
Sound
(knots)",Mach,"TAS
(knots)","Wind
Speed
at FL
(knots)","Wind
From
at FL
(degT)","Track
(degT)","Ground
Speed
(knots)","Heading
(degT)","Distance
(km)","Along-Track
Wind
at FL
(knots)","Cross-Track
Wind
at FL
(knots)","∂SAT
at FL
(°C)","Aircraft
Weight
(kg)","Fuel
(kg)","Fuel
Right
(kg)","Fuel
Left
(kg)","Fuel Rate
Nominal
(kg/sec)","Fuel Rate
Right
(kg/sec)","Fuel Rate
Left
(kg/sec)"
21:02:05,-8.15177073204324,93.7535362135067,39300.0,192.097,-55.566850813138,574.650037650995,0.840604362230812,483.053328405526,10.8355690961862,94.5429295745962,180.0,482.074304788371,178.718705702969,2529.94015872589,-0.858242371153678,10.8015266361094,0.932675986862047,192581.835766816,18212.8357668156,8965.34021785346,9247.49554896213,0.827191450146076,0.833395386022171,0.82098751426998
21:03:05,-8.28517843159172,93.7535362135067,39300.0,192.097,-55.5750472704899,574.639213883386,0.84060933186085,483.047085643558,10.6454367190124,93.3129901551045,180.0,482.314956955032,178.739318830382,2544.82761373057,-0.615203732233815,10.6276454262618,0.924479529510088,192482.572792798,18113.5727927981,8915.33649469213,9198.23629810593,0.826749526855952,0.832950148307372,0.820548905404533
21:04:05,-8.41865243461931,93.7535362135067,39300.0,192.097,-55.5831675221986,574.6284905475,0.840614301490889,483.040927198351,10.4545740953564,92.0709191139291,180.0,482.550134665658,178.760646579846,2559.72232788725,-0.377791587950572,10.4477458349336,0.916359277801374,192383.362849575,18014.3628495754,8865.35948579369,9149.00336378166,0.826308065585922,0.832505376077817,0.820110755094028
21:05:05,-8.55219122106863,93.7535362135067,39300.0,192.097,-55.5912114422297,574.617867815401,0.840619271120928,483.034853216044,10.2629830955596,90.8167216231958,180.0,482.779546337976,178.782675596367,2574.62412321755,-0.146288547428423,10.2619404442158,0.908315357770265,192284.205881705,17915.205881705,8815.40916322902,9099.79671847602,0.825867066113217,0.832061069109067,0.819673063117368
21:06:05,-8.68579319019754,93.7535362135067,39300.0,192.097,-55.5991789028186,574.607345861398,0.840624240750966,483.028863844665,10.0706657286168,89.550403852297,180.0,483.002900305301,178.80539088119,2589.5328127403,0.0790230290894113,10.0703556828154,0.900347897181425,192185.101833771,17816.1018337715,8765.48549908248,9050.61633468898,0.82542652821971,0.831617227181358,0.819235829258063
21:07:05,-8.81945666055729,93.7535362135067,39300.0,192.097,-55.6070697745889,574.596924861887,0.840629210381005,483.022959234002,9.87762414316069,88.2719729855291,180.0,483.219905444714,178.828775761129,2604.44820048836,0.297861621899503,9.87313208499463,0.892457025411102,192086.050650385,17717.0506503851,8715.5884654516,9001.46218493349,0.82498645169157,0.831173850079257,0.818799053303884
21:08:05,-8.95317987014467,93.7535362135067,39300.0,192.097,-55.6148839266792,574.586604995189,0.840634180011044,483.01713953546,9.68386062817616,86.9814372381387,180.0,483.430271834557,178.852811860464,2619.37008154566,0.509947169640543,9.67042452791582,0.884642873320841,191987.052276182,17618.0522761821,8665.71803444684,8952.33424173526,0.824546836318891,0.830730937591283,0.8183627350465
21:09:05,-9.08696097673612,93.7535362135067,39300.0,192.097,-55.6517552499961,574.537907877522,0.840639149641082,482.979058314727,9.53302255932059,83.4500608598455,180.0,483.973616303108,178.876407647469,2634.30873383555,1.08742397373278,9.47079871066144,0.847771550003964,191888.106655824,17519.1066558238,8615.87417819136,8903.23247763247,0.824025719107279,0.830205912000584,0.817845526213975
21:10:05,-9.2208921210748,93.7535362135067,39300.0,192.097,-55.703618689278,574.469403213303,0.840644119271121,482.924325512453,9.40560805438348,78.7294864501549,180.0,484.674468363222,178.905540184328,2649.26901909236,1.83824576153581,9.22422437893177,0.795908110722023,191789.223569531,17420.223569531,8566.06182347133,8854.16174605963,0.823462814330816,0.829638785438297,0.817286843223335
21:11:05,-9.35501688475597,93.7535362135067,39300.0,192.097,-55.7546608177216,574.401975413817,0.84064908890116,482.870497294651,9.27822438127856,74.0240472962882,180.0,485.341785372331,178.941537692815,2664.24990220085,2.55368174881675,8.91987428135129,0.744865982278395,191690.408031811,17321.4080318113,8516.28349634503,8805.12453546623,0.822902649896811,0.829074419771037,0.816730880022585
21:12:05,-9.48932598150096,93.7535362135067,39300.0,192.097,-55.8048762817358,574.335631931787,0.840654058531198,482.817579942537,9.15088173604354,69.334112247403,180.0,485.971165625527,178.983890083693,2679.25021217982,3.2295094610931,8.56206197056324,0.694650518264225,191591.659713824,17222.6597138236,8466.53903115877,8756.12068266487,0.822345235813214,0.828512825081813,0.816177646544615
21:13:05,-9.6238089070051,93.7535362135067,39300.0,192.097,-55.8542594075038,574.270380640414,0.840659028161237,482.765580090954,9.02359155240588,64.6600891867952,180.0,486.558675101498,179.03205344372,2694.26865661796,3.86198457944482,8.1553834742936,0.645267392496171,191492.978285526,17123.9782855261,8416.82826165386,8707.1500238722,0.821790582957349,0.827954012329529,0.815627153585169
21:14:05,-9.75845406837891,93.7535362135067,39300.0,192.097,-55.9028042680534,574.20622974483,0.840663997791276,482.714504653945,8.89636636163146,60.002420075337,180.0,487.10087090772,179.085455996129,2709.30383683331,4.44785775287381,7.70466714729249,0.596722531946628,191394.363415571,17025.3634155712,8367.15102091409,8658.21239465709,0.821238702885019,0.827397993156656,0.815079412613381
21:15:05,-9.89324892007585,93.7535362135067,39300.0,192.097,-55.9505047500581,574.143187693845,0.840668967421314,482.664360750566,8.7692196462968,55.3615758353203,180.0,487.594819166377,179.143504176701,2724.35426358491,4.98438617606139,7.21492256735204,0.54902204994196,191295.814771225,16926.814771225,8317.50714132469,8609.30762990028,0.820689607641019,0.826844779698326,0.814534435583711
21:16:05,-10.0281801047681,93.7535362135067,39300.0,192.097,-55.986039740773,574.096219335644,0.840673937051353,482.627728955192,8.6561929860925,51.8929676412421,180.0,487.921681777471,179.191371987133,2739.41477949578,5.34201764731052,6.81120580134677,0.513487059226963,191197.332018308,16828.3320183081,8267.89645454279,8560.43556376526,0.820175029510751,0.826326342232082,0.81402371678942
