Date,"Time
(UTC)","Decimal Time
(UTC)","Time
Seconds
(UTC)",Channel Name,"Ocean
Region","GES ID
(octal)","Channel
Unit ID",ChannelType,SU Type,BFO(Hz),BTO(us)
7/03/2014,16:06:50.905,16.1141402777778,58010.9050000001,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:06:50.905,16.1141402777778,58010.9050000001,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:06:50.905,16.1141402777778,58010.9050000001,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:06:50.905,16.1141402777778,58010.9050000001,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:06:50.905,16.1141402777778,58010.9050000001,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:06:50.905,16.1141402777778,58010.9050000001,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:06:52.906,16.1146961111111,58012.906,IOR-R1200-0-36D3,IOR,305.0,8.0,R-Channel RX,0x62 - Acknowledge User Data (R-channel),87.0,14800.0
7/03/2014,16:06:53.406,16.114835,58013.406,IOR-R1200-0-36D3,IOR,305.0,8.0,R-Channel RX,Eleven Octet User Data,87.0,14860.0
7/03/2014,16:06:53.906,16.1149738888889,58013.906,IOR-R1200-0-36D3,IOR,305.0,8.0,R-Channel RX,Eleven Octet User Data,88.0,14780.0
7/03/2014,16:06:54.407,16.1151130555556,58014.4070000002,IOR-R1200-0-36D3,IOR,305.0,8.0,R-Channel RX,Eight Octet User Data,88.0,14860.0
7/03/2014,16:06:54.905,16.1152513888889,58014.905,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,0x62 - Acknowledge User Data,,
7/03/2014,16:06:56.405,16.1156680555556,58016.4050000002,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,0x71 - User Data (ISU) - RLS,,
7/03/2014,16:06:56.405,16.1156680555556,58016.4050000002,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:06:56.405,16.1156680555556,58016.4050000002,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:06:56.405,16.1156680555556,58016.4050000002,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:06:56.405,16.1156680555556,58016.4050000002,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:06:56.405,16.1156680555556,58016.4050000002,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:06:56.405,16.1156680555556,58016.4050000002,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:06:56.405,16.1156680555556,58016.4050000002,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:06:56.405,16.1156680555556,58016.4050000002,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:06:56.405,16.1156680555556,58016.4050000002,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:06:56.405,16.1156680555556,58016.4050000002,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:06:56.405,16.1156680555556,58016.4050000002,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:06:56.405,16.1156680555556,58016.4050000002,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:06:56.405,16.1156680555556,58016.4050000002,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:06:56.405,16.1156680555556,58016.4050000002,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:06:56.405,16.1156680555556,58016.4050000002,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:06:56.405,16.1156680555556,58016.4050000002,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:06:56.405,16.1156680555556,58016.4050000002,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:06:56.405,16.1156680555556,58016.4050000002,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:06:56.405,16.1156680555556,58016.4050000002,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:06:56.405,16.1156680555556,58016.4050000002,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:06:56.405,16.1156680555556,58016.4050000002,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:06:56.405,16.1156680555556,58016.4050000002,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:06:56.405,16.1156680555556,58016.4050000002,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:06:56.906,16.1158072222222,58016.9059999999,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:06:56.906,16.1158072222222,58016.9059999999,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:06:56.906,16.1158072222222,58016.9059999999,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:06:56.906,16.1158072222222,58016.9059999999,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:06:56.906,16.1158072222222,58016.9059999999,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:06:56.906,16.1158072222222,58016.9059999999,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:06:56.906,16.1158072222222,58016.9059999999,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:06:58.906,16.1163627777778,58018.9060000001,IOR-R1200-0-36D3,IOR,305.0,8.0,R-Channel RX,0x62 - Acknowledge User Data (R-channel),89.0,14780.0
7/03/2014,16:06:59.406,16.1165016666667,58019.4060000001,IOR-R1200-0-36D3,IOR,305.0,8.0,R-Channel RX,Eleven Octet User Data,89.0,14900.0
7/03/2014,16:06:59.906,16.1166405555556,58019.9060000002,IOR-R1200-0-36D3,IOR,305.0,8.0,R-Channel RX,Eleven Octet User Data,89.0,14780.0
7/03/2014,16:07:00.407,16.1167797222222,58020.4069999999,IOR-R1200-0-36D3,IOR,305.0,8.0,R-Channel RX,Eight Octet User Data,89.0,14860.0
7/03/2014,16:07:00.905,16.1169180555556,58020.9050000002,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,0x62 - Acknowledge User Data,,
7/03/2014,16:07:02.405,16.1173347222222,58022.4049999999,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,0x71 - User Data (ISU) - RLS,,
7/03/2014,16:07:02.405,16.1173347222222,58022.4049999999,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:07:02.405,16.1173347222222,58022.4049999999,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:07:02.405,16.1173347222222,58022.4049999999,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:07:02.405,16.1173347222222,58022.4049999999,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:07:02.405,16.1173347222222,58022.4049999999,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:07:02.405,16.1173347222222,58022.4049999999,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:07:02.405,16.1173347222222,58022.4049999999,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:07:02.405,16.1173347222222,58022.4049999999,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:07:02.405,16.1173347222222,58022.4049999999,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:07:02.405,16.1173347222222,58022.4049999999,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:07:02.405,16.1173347222222,58022.4049999999,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:07:02.405,16.1173347222222,58022.4049999999,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:07:02.405,16.1173347222222,58022.4049999999,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:07:02.405,16.1173347222222,58022.4049999999,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:07:02.405,16.1173347222222,58022.4049999999,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:07:02.405,16.1173347222222,58022.4049999999,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:07:02.405,16.1173347222222,58022.4049999999,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:07:02.405,16.1173347222222,58022.4049999999,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:07:02.405,16.1173347222222,58022.4049999999,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:07:02.405,16.1173347222222,58022.4049999999,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:07:02.405,16.1173347222222,58022.4049999999,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:07:02.405,16.1173347222222,58022.4049999999,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:07:02.405,16.1173347222222,58022.4049999999,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:07:02.405,16.1173347222222,58022.4049999999,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:07:02.405,16.1173347222222,58022.4049999999,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:07:02.905,16.1174736111111,58022.905,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:07:02.905,16.1174736111111,58022.905,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:07:02.905,16.1174736111111,58022.905,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:07:02.905,16.1174736111111,58022.905,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:07:02.905,16.1174736111111,58022.905,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:07:04.906,16.1180294444444,58024.9059999998,IOR-R1200-0-36D3,IOR,305.0,8.0,R-Channel RX,0x62 - Acknowledge User Data (R-channel),88.0,14820.0
7/03/2014,16:07:05.407,16.1181686111111,58025.407,IOR-R1200-0-36D3,IOR,305.0,8.0,R-Channel RX,Eleven Octet User Data,88.0,14820.0
7/03/2014,16:07:05.906,16.1183072222222,58025.9059999999,IOR-R1200-0-36D3,IOR,305.0,8.0,R-Channel RX,Eleven Octet User Data,89.0,14860.0
7/03/2014,16:07:06.407,16.1184463888889,58026.407,IOR-R1200-0-36D3,IOR,305.0,8.0,R-Channel RX,Eight Octet User Data,88.0,14820.0
7/03/2014,16:07:06.905,16.1185847222222,58026.9049999999,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,0x62 - Acknowledge User Data,,
7/03/2014,16:07:08.405,16.1190013888889,58028.405,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,0x71 - User Data (ISU) - RLS,,
7/03/2014,16:07:08.405,16.1190013888889,58028.405,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:07:08.405,16.1190013888889,58028.405,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:07:08.405,16.1190013888889,58028.405,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:07:08.405,16.1190013888889,58028.405,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:07:08.405,16.1190013888889,58028.405,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:07:08.405,16.1190013888889,58028.405,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:07:08.405,16.1190013888889,58028.405,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:07:08.405,16.1190013888889,58028.405,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:07:08.405,16.1190013888889,58028.405,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:07:08.405,16.1190013888889,58028.405,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:07:08.405,16.1190013888889,58028.405,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:07:08.405,16.1190013888889,58028.405,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:07:08.405,16.1190013888889,58028.405,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:07:08.405,16.1190013888889,58028.405,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:07:08.405,16.1190013888889,58028.405,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:07:08.405,16.1190013888889,58028.405,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:07:08.405,16.1190013888889,58028.405,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:07:08.405,16.1190013888889,58028.405,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:07:08.405,16.1190013888889,58028.405,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:07:08.405,16.1190013888889,58028.405,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:07:08.405,16.1190013888889,58028.405,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:07:08.405,16.1190013888889,58028.405,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:07:08.405,16.1190013888889,58028.405,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:07:08.405,16.1190013888889,58028.405,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:07:08.405,16.1190013888889,58028.405,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:07:08.905,16.1191402777778,58028.9050000001,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:07:08.905,16.1191402777778,58028.9050000001,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:07:08.905,16.1191402777778,58028.9050000001,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:07:08.905,16.1191402777778,58028.9050000001,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:07:08.905,16.1191402777778,58028.9050000001,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:07:10.906,16.1196961111111,58030.906,IOR-R1200-0-36D3,IOR,305.0,8.0,R-Channel RX,0x62 - Acknowledge User Data (R-channel),87.0,14800.0
7/03/2014,16:07:11.406,16.119835,58031.406,IOR-R1200-0-36D3,IOR,305.0,8.0,R-Channel RX,Eleven Octet User Data,88.0,14860.0
7/03/2014,16:07:11.906,16.1199738888889,58031.906,IOR-R1200-0-36D3,IOR,305.0,8.0,R-Channel RX,Eleven Octet User Data,87.0,14840.0
7/03/2014,16:07:13.905,16.1205291666667,58033.9050000001,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,0x62 - Acknowledge User Data,,
7/03/2014,16:07:15.907,16.1210852777778,58035.9070000001,IOR-R1200-0-36E3,IOR,305.0,11.0,R-Channel RX,Eight Octet User Data,84.0,14820.0
7/03/2014,16:07:16.405,16.1212236111111,58036.405,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,0x62 - Acknowledge User Data,,
7/03/2014,16:07:18.405,16.1217791666667,58038.4050000001,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,0x71 - User Data (ISU) - RLS,,
7/03/2014,16:07:18.405,16.1217791666667,58038.4050000001,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:07:18.405,16.1217791666667,58038.4050000001,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:07:18.405,16.1217791666667,58038.4050000001,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:07:18.405,16.1217791666667,58038.4050000001,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:07:18.405,16.1217791666667,58038.4050000001,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:07:18.405,16.1217791666667,58038.4050000001,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:07:18.405,16.1217791666667,58038.4050000001,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:07:18.405,16.1217791666667,58038.4050000001,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:07:18.405,16.1217791666667,58038.4050000001,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:07:18.405,16.1217791666667,58038.4050000001,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:07:18.405,16.1217791666667,58038.4050000001,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:07:20.407,16.1223352777778,58040.4070000001,IOR-R1200-0-36E3,IOR,305.0,11.0,R-Channel RX,0x62 - Acknowledge User Data (R-channel),84.0,14840.0
7/03/2014,16:07:20.907,16.1224741666667,58040.9070000001,IOR-R1200-0-36E3,IOR,305.0,11.0,R-Channel RX,Eleven Octet User Data,84.0,14800.0
7/03/2014,16:07:21.408,16.1226133333333,58041.4079999999,IOR-R1200-0-36E3,IOR,305.0,11.0,R-Channel RX,Eleven Octet User Data,84.0,14840.0
7/03/2014,16:07:21.908,16.1227522222222,58041.9079999999,IOR-R1200-0-36E3,IOR,305.0,11.0,R-Channel RX,Eight Octet User Data,84.0,14840.0
7/03/2014,16:07:22.405,16.1228902777778,58042.4050000001,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,0x62 - Acknowledge User Data,,
7/03/2014,16:09:37.407,16.1603908333333,58177.4069999999,IOR-R1200-0-36E3,IOR,305.0,11.0,R-Channel RX,0x22 - Access Request (R/T-Channel),84.0,14840.0
7/03/2014,16:09:37.905,16.1605291666667,58177.9050000001,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,0x51 - T-Channel Assignment,,
7/03/2014,16:09:41.749,16.1615969444444,58181.7489999998,IOR-T1200-0-36D8,IOR,305.0,8.0,T-Channel RX,0x71 - User Data (ISU) - RLS,88.0,9900.0
7/03/2014,16:09:41.948,16.1616522222222,58181.9479999999,IOR-T1200-0-36D8,IOR,305.0,8.0,T-Channel RX,Subsequent Signalling Unit,88.0,9900.0
7/03/2014,16:09:42.068,16.1616855555556,58182.0680000002,IOR-T1200-0-36D8,IOR,305.0,8.0,T-Channel RX,Subsequent Signalling Unit,89.0,9900.0
7/03/2014,16:09:42.260,16.1617388888889,58182.26,IOR-T1200-0-36D8,IOR,305.0,8.0,T-Channel RX,Subsequent Signalling Unit,89.0,9900.0
7/03/2014,16:09:42.405,16.1617791666667,58182.4050000001,IOR-T1200-0-36D8,IOR,305.0,8.0,T-Channel RX,Subsequent Signalling Unit,90.0,9900.0
7/03/2014,16:09:42.548,16.1618188888889,58182.548,IOR-T1200-0-36D8,IOR,305.0,8.0,T-Channel RX,Subsequent Signalling Unit,90.0,9900.0
7/03/2014,16:09:42.709,16.1618636111111,58182.709,IOR-T1200-0-36D8,IOR,305.0,8.0,T-Channel RX,Subsequent Signalling Unit,90.0,9900.0
7/03/2014,16:09:42.869,16.1619080555556,58182.8690000002,IOR-T1200-0-36D8,IOR,305.0,8.0,T-Channel RX,Subsequent Signalling Unit,90.0,9900.0
7/03/2014,16:09:43.028,16.1619522222222,58183.0279999999,IOR-T1200-0-36D8,IOR,305.0,8.0,T-Channel RX,Subsequent Signalling Unit,89.0,9900.0
7/03/2014,16:09:43.905,16.1621958333333,58183.9049999999,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,0x62 - Acknowledge User Data,,
7/03/2014,16:09:44.907,16.1624741666667,58184.9070000001,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,0x71 - User Data (ISU) - RLS,,
7/03/2014,16:09:44.907,16.1624741666667,58184.9070000001,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:09:44.907,16.1624741666667,58184.9070000001,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:09:44.907,16.1624741666667,58184.9070000001,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:09:46.907,16.1630297222222,58186.9069999999,IOR-R1200-0-36E3,IOR,305.0,11.0,R-Channel RX,0x62 - Acknowledge User Data (R-channel),85.0,14840.0
7/03/2014,16:11:03.907,16.1844186111111,58263.907,IOR-R1200-0-36E3,IOR,305.0,11.0,R-Channel RX,0x22 - Access Request (R/T-Channel),84.0,14840.0
7/03/2014,16:11:04.405,16.1845569444444,58264.4049999998,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,0x51 - T-Channel Assignment,,
7/03/2014,16:11:08.306,16.1856405555556,58268.3060000002,IOR-T1200-0-36D7,IOR,305.0,8.0,T-Channel RX,0x71 - User Data (ISU) - RLS,89.0,9820.0
7/03/2014,16:11:08.409,16.1856691666667,58268.4090000001,IOR-T1200-0-36D7,IOR,305.0,8.0,T-Channel RX,Subsequent Signalling Unit,89.0,9820.0
7/03/2014,16:11:08.568,16.1857133333333,58268.5679999999,IOR-T1200-0-36D7,IOR,305.0,8.0,T-Channel RX,Subsequent Signalling Unit,89.0,9820.0
7/03/2014,16:11:08.746,16.1857627777778,58268.7460000001,IOR-T1200-0-36D7,IOR,305.0,8.0,T-Channel RX,Subsequent Signalling Unit,89.0,9820.0
7/03/2014,16:11:08.888,16.1858022222222,58268.8879999999,IOR-T1200-0-36D7,IOR,305.0,8.0,T-Channel RX,Subsequent Signalling Unit,89.0,9820.0
7/03/2014,16:11:09.068,16.1858522222222,58269.0679999999,IOR-T1200-0-36D7,IOR,305.0,8.0,T-Channel RX,Subsequent Signalling Unit,89.0,9820.0
7/03/2014,16:11:09.905,16.1860847222222,58269.9049999999,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,0x62 - Acknowledge User Data,,
7/03/2014,16:11:11.405,16.1865013888889,58271.405,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,0x71 - User Data (ISU) - RLS,,
7/03/2014,16:11:11.405,16.1865013888889,58271.405,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:11:11.405,16.1865013888889,58271.405,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:11:11.405,16.1865013888889,58271.405,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,Subsequent Signalling Unit,,
7/03/2014,16:11:13.408,16.1870577777778,58273.4080000001,IOR-R1200-0-36E3,IOR,305.0,11.0,R-Channel RX,0x62 - Acknowledge User Data (R-channel),84.0,14860.0
7/03/2014,16:27:59.407,16.4665019444444,59279.4069999998,IOR-R1200-0-36E3,IOR,305.0,11.0,R-Channel RX,0x22 - Access Request (R/T-Channel),88.0,14920.0
7/03/2014,16:27:59.905,16.4666402777778,59279.9050000001,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,0x53 - Reservation Forthcoming (RFC),,
7/03/2014,16:28:01.905,16.4671958333333,59281.9049999999,IOR-P10500-0-3859,IOR,305.0,10.0,P-Channel TX,0x51 - T-Channel Assignment,,
7/03/2014,16:28:10.641,16.4696225,59290.641,IOR-T1200-0-36FA,IOR,305.0,10.0,T-Channel RX,0x71 - User Data (ISU) - RLS,87.0,9920.0
