Latitude,Longitude,"Time
(UTC)","Seconds
(UTC)","Wind
Speed
350 hPa
(knots)","Wind
Speed
300 hPa
(knots)","Wind
Speed
250 hPa
(knots)","Wind
Speed
200 hPa
(knots)","Wind
Speed
150 hPa
(knots)","Wind
From
350 hPa
(degT)","Wind
From
300 hPa
(degT)","Wind
From
250 hPa
(degT)","Wind
From
200 hPa
(degT)","Wind
From
150 hPa
(degT)"
15,85,2019-03-09 21:00:00,75600,36.8208481095447,41.6445716381519,49.1181464001899,62.8126511397691,56.2456702661221,251.852005937311,244.27219706727,242.927919762007,236.998432305368,234.991757893745
15,85,2019-03-09 00:00:00,86400,36.2452728076924,43.4678574577397,53.0730065616106,60.1427496398091,64.9447724810112,247.285587646833,247.104202918561,239.396136847169,233.278248835936,244.278600797944
15,85,2019-06-28 03:00:00,97200,38.5357059070576,45.6981262210645,51.2828766016418,63.0923533873553,63.1749460043197,241.366474401499,248.017561796881,240.228181338088,230.375243390757,247.38013505196
15,86,2019-03-09 18:00:00,64800,38.8948662542843,45.2318871780435,49.4183994756708,58.3117709494174,51.2209478609005,255.824857944748,247.51272009021,248.784502093101,238.21732011371,228.38451795231
15,86,2019-03-09 21:00:00,75600,37.0066335205911,41.923998748257,49.3782416531376,58.4770974550419,52.764189833498,250.994015803963,245.336185287536,243.838433557981,238.317633972949,234.143334011904
15,86,2019-03-09 00:00:00,86400,36.788508813451,42.0877122849311,51.2603992218031,57.4174943367937,58.6026399913386,249.266788432533,244.855214369321,240.71325957455,236.040940180324,242.32997435944
15,86,2019-06-28 03:00:00,97200,38.3376205334883,43.29321795627,48.9729235636571,59.0957499015302,58.8808433249541,243.82471001824,243.895145990901,239.465271238721,233.695502877425,245.211648506912
15,87,2019-03-09 18:00:00,64800,39.3684901168247,45.6385544784758,51.5866444664359,56.3222023300042,51.9919356369847,256.581291918931,249.558203441583,247.396742523817,240.426809309279,227.121096396661
15,87,2019-03-09 21:00:00,75600,36.7016166215212,43.8641764961937,50.7436499987742,53.6451777244437,50.9346607591487,252.428741221678,249.235931598726,246.282648998579,236.828171622918,234.004779125277
15,87,2019-03-09 00:00:00,86400,36.9519674160631,42.1975464610868,51.306080607741,55.1630737092564,52.5446012122213,250.325901427749,247.806495491606,241.978590188582,235.189923062463,241.25420954463
