Longitude,Latitude
99.286134,5.539745
99.1594217216559,5.5833816013031
98.939589,5.630003
98.8846654553714,5.65940564668536
98.7625763116148,5.72473529814668
98.608793,5.808147
98.5131795077292,5.84101072348704
98.350858,5.897348
98.2559205603938,5.9359200283769
98.1264116575011,5.98850323799746
97.9968396456827,6.04107155037992
97.8672237373657,6.09361678385501
97.7375592319026,6.1461404637864
97.526793,6.233653
97.4681457497554,6.24479717534592
97.3215094641167,6.27263055952274
97.25131,6.286288
97.045732890482,6.34522480773768
96.9116327732641,6.38361904343
96.7775514793964,6.42196746748148
96.6435065310367,6.4602648660502
96.4919713783889,6.50351010809186
96.347719,6.546347
96.2464301797223,6.59573024625921
96.1198323665342,6.65741027965177
95.9869247351661,6.7221132037804
95.9440956304432,6.84634596356629
95.8944729876027,6.99019882338982
95.7567863021425,7.07428277046031
95.6622655712607,7.12025485539
95.5389727743785,7.18017812945962
95.4246651985929,7.23569089099787
95.313544401352,7.28961562072263
95.2069998836118,7.34128192036223
95.1026160667365,7.39186445579796
95.0026932108676,7.44025171550244
94.9086121938044,7.48577989033772
94.8201864960791,7.52854446353744
94.64038415,7.59398499
94.4774760744249,7.53830284576828
94.393796003052,7.50967188708291
94.3888538109821,7.507980312596
94.3164250262034,7.48318212200024
94.2477608582773,7.45965933946374
94.1862625724777,7.43858028366526
94.1744312015868,7.38337941927107
94.1626027869459,7.32817825502291
94.1507773054909,7.27297679324753
94.1389547341797,7.21777503626975
94.1271350499922,7.16257298641246
94.1153182299293,7.10737064599668
94.1035042510139,7.0521680173415
94.0916930902897,6.99696510276417
94.0798847248215,6.94176190458007
94.0680791316951,6.88655842510276
94.0562762880168,6.83135466664395
94.0444761709135,6.77615063151356
94.0326787575325,6.72094632201972
94.0208840250409,6.66574174046879
94.0090919506263,6.61053688916534
93.9973025114956,6.55533177041224
93.9855156848755,6.5001263865106
93.973995309062,6.44615698523436
93.9624710844312,6.39215779933106
93.9509429152136,6.33812846248137
93.9394107098504,6.28406862803444
93.9278743809964,6.22997796904856
93.9163338455229,6.17585617833098
93.90478902452,6.12170296847843
93.8932398433003,6.06751807192021
93.8816862314036,6.01330124096517
93.8701281226021,5.95905224785372
93.8585678913419,5.90478232389387
93.8470063229256,5.85049524710009
93.8354434192876,5.79619111924391
93.823879183138,5.74187004593105
93.8123136179455,5.68753213652478
93.8007467279241,5.63317750408372
93.7891785180219,5.57880626531396
93.772063928118,5.49834785139092
93.7535362135067,5.41122104645933
93.7535362135067,5.31570962741119
93.7535362135067,5.21337889455462
93.7535362135067,5.1038431429815
93.7535362135067,4.9904248436873
93.7535362135067,4.87246235651558
93.7535362135067,4.74998361809768
93.7535362135067,4.62301062295638
93.7535362135067,4.49156021492441
93.7535362135067,4.35596541165003
93.7535362135067,4.21624048045256
93.7535362135067,4.07239400035832
93.7535362135067,3.92779593832203
93.7535362135067,3.78314107321049
93.7535362135067,3.63865997274766
93.7535362135067,3.49479906568991
93.7535362135067,3.35585416517148
93.7535362135067,3.21980168648261
93.7535362135067,3.08416558174738
93.7535362135067,2.94847184284826
93.7535362135067,2.81432379246776
93.7535362135067,2.67511742596729
93.7535362135067,2.54253348731066
93.7535362135067,2.40992661101544
93.7535362135067,2.27729678656331
93.7535362135067,2.14464400271126
93.7535362135067,2.01196824747945
93.7535362135067,1.87926950813907
93.7535362135067,1.74654578997992
93.7535362135067,1.61379721619148
93.7535362135067,1.48102412324877
93.7535362135067,1.34822684870819
93.7535362135067,1.21540573110952
93.7535362135067,1.08256110987776
93.7535362135067,0.949693325225145
93.7535362135067,0.816788028989706
93.7535362135067,0.683820911219332
93.7535362135067,0.550791525431493
93.7535362135067,0.417699434054977
93.7535362135067,0.28454420884927
93.7535362135067,0.15132543133384
93.7535362135067,0.018042693227264
93.7535362135067,-0.115304403103862
93.7535362135067,-0.248711576915159
93.7535362135067,-0.382180581972979
93.7535362135067,-0.515714105090934
93.7535362135067,-0.649314885403888
93.7535362135067,-0.782985714113393
93.7535362135067,-0.916729434197834
93.7535362135067,-1.05054894008576
93.7535362135067,-1.18442889160098
93.7535362135067,-1.31833957321283
93.7535362135067,-1.45228020860208
93.7535362135067,-1.58624998052288
93.7535362135067,-1.72024803045801
93.7535362135067,-1.85427345828719
93.7535362135067,-1.98832532196922
93.7535362135067,-2.12240263723871
93.7535362135067,-2.25662710017879
93.7535362135067,-2.39100738687008
93.7535362135067,-2.52554001124734
93.7535362135067,-2.66022110142316
93.7535362135067,-2.79504639874203
93.7535362135067,-2.93001125827207
93.7535362135067,-3.06511065082071
93.7535362135067,-3.20023666034315
93.7535362135067,-3.33527868300347
93.7535362135067,-3.47023828299904
93.7535362135067,-3.60511708068654
93.7535362135067,-3.73991675308536
