Time (UTCG),Time (seconds),x (km),y (km),z (km),Unnamed: 5,"Vx
(km/sec)","Vy
(km/sec)","Vz
(km/sec)",Unnamed: 9
2014-03-07 15:59:55,57595.0,18118.876609,38081.758097,706.319264,42178.3460585321,0.002243,-0.000872,0.07127,0.0713106186552886
2014-03-07 16:00:00,57600.0,18118.887823,38081.753728,706.675471,42178.3528977106,0.002243,-0.000873,0.071251,0.0712916417190683
2014-03-07 16:00:01,57601.0,18118.890066,38081.752854,706.74672,42178.3542659403,0.002243,-0.000874,0.071247,0.0712876562526781
2014-03-07 16:00:02,57602.0,18118.892309,38081.751981,706.817965,42178.3556351262,0.002243,-0.000874,0.071243,0.0712836585340567
2014-03-07 16:00:03,57603.0,18118.894551,38081.751107,706.889206,42178.3570030331,0.002243,-0.000874,0.071239,0.0712796608156913
2014-03-07 16:00:04,57604.0,18118.896794,38081.750233,706.960444,42178.3583714397,0.002243,-0.000874,0.071236,0.0712766625270853
2014-03-07 16:00:05,57605.0,18118.899037,38081.749359,707.031678,42178.3597398997,0.002243,-0.000874,0.071232,0.0712726648091679
2014-03-07 16:00:06,57606.0,18118.901279,38081.748485,707.102908,42178.3611079834,0.002243,-0.000874,0.071228,0.0712686670915066
2014-03-07 16:00:07,57607.0,18118.903522,38081.747611,707.174134,42178.3624765501,0.002243,-0.000874,0.071224,0.0712646693741015
2014-03-07 16:00:08,57608.0,18118.905764,38081.746736,707.245356,42178.3638438375,0.002242,-0.000874,0.071221,0.0712616396176793
2014-03-07 16:00:09,57609.0,18118.908007,38081.745862,707.316575,42178.3652125275,0.002242,-0.000875,0.071217,0.0712576541713239
2014-03-07 16:00:10,57610.0,18118.910249,38081.744987,707.38779,42178.3665799383,0.002242,-0.000875,0.071213,0.0712536564535463
2014-03-07 16:00:11,57611.0,18118.912491,38081.744112,707.459002,42178.3679474191,0.002242,-0.000875,0.071209,0.0712496587360248
2014-03-07 16:00:12,57612.0,18118.914734,38081.743237,707.530209,42178.369315366,0.002242,-0.000875,0.071206,0.0712466604480519
2014-03-07 16:00:13,57613.0,18118.916976,38081.742362,707.601413,42178.3706829532,0.002242,-0.000875,0.071202,0.0712426627309788
2014-03-07 16:00:14,57614.0,18118.919218,38081.741487,707.672613,42178.3720505936,0.002242,-0.000875,0.071198,0.0712386650141621
2014-03-07 16:00:15,57615.0,18118.921461,38081.740612,707.743809,42178.3734187168,0.002242,-0.000875,0.071194,0.0712346672976017
2014-03-07 16:00:16,57616.0,18118.923703,38081.739736,707.815001,42178.3747855606,0.002242,-0.000876,0.071191,0.07123168130123
2014-03-07 16:00:17,57617.0,18118.925945,38081.738861,707.88619,42178.3761533773,0.002242,-0.000876,0.071187,0.0712276835858081
2014-03-07 16:00:18,57618.0,18118.928187,38081.737985,707.957375,42178.3775203441,0.002242,-0.000876,0.071183,0.0712236858706428
2014-03-07 16:00:19,57619.0,18118.930429,38081.737109,708.028556,42178.3788873641,0.002242,-0.000876,0.071179,0.071219688155734
2014-03-07 16:00:20,57620.0,18118.932671,38081.736233,708.099734,42178.3802544539,0.002242,-0.000876,0.071176,0.0712166898697209
2014-03-07 16:00:21,57621.0,18118.934914,38081.735357,708.170908,42178.3816220263,0.002242,-0.000876,0.071172,0.0712126921552612
2014-03-07 16:00:22,57622.0,18118.937156,38081.734481,708.242077,42178.3829892054,0.002242,-0.000876,0.071168,0.0712086944410582
2014-03-07 16:00:23,57623.0,18118.939397,38081.733604,708.313244,42178.3843551387,0.002242,-0.000876,0.071164,0.071204696727112
2014-03-07 16:00:24,57624.0,18118.941639,38081.732728,708.384406,42178.3857224406,0.002242,-0.000877,0.071161,0.0712017107519194
2014-03-07 16:00:25,57625.0,18118.943881,38081.731851,708.455565,42178.3870889093,0.002242,-0.000877,0.071157,0.0711977130391138
2014-03-07 16:00:26,57626.0,18118.946123,38081.730974,708.526719,42178.3884554143,0.002242,-0.000877,0.071153,0.0711937153265652
2014-03-07 16:00:27,57627.0,18118.948365,38081.730098,708.597871,42178.3898229086,0.002242,-0.000877,0.071149,0.0711897176142735
2014-03-07 16:00:28,57628.0,18118.950607,38081.72922,708.669018,42178.3911886333,0.002242,-0.000877,0.071145,0.0711857199022388
2014-03-07 16:00:29,57629.0,18118.952849,38081.728343,708.740162,42178.3925553306,0.002242,-0.000877,0.071142,0.0711827216183815
2014-03-07 16:00:30,57630.0,18118.95509,38081.727466,708.811301,42178.3939216343,0.002242,-0.000877,0.071138,0.0711787239067968
2014-03-07 16:00:31,57631.0,18118.957332,38081.726589,708.882437,42178.3952884373,0.002242,-0.000878,0.071134,0.0711747385242826
2014-03-07 16:00:32,57632.0,18118.959574,38081.725711,708.95357,42178.3966544071,0.002242,-0.000878,0.07113,0.0711707408139047
2014-03-07 16:00:33,57633.0,18118.961815,38081.724833,709.024698,42178.3980199833,0.002242,-0.000878,0.071127,0.0711677425312901
2014-03-07 16:00:34,57634.0,18118.964057,38081.723955,709.095823,42178.3993860587,0.002242,-0.000878,0.071123,0.0711637448213625
2014-03-07 16:00:35,57635.0,18118.966298,38081.723078,709.166944,42178.4007526601,0.002242,-0.000878,0.071119,0.0711597471116923
2014-03-07 16:00:36,57636.0,18118.96854,38081.722199,709.238061,42178.4021179382,0.002241,-0.000878,0.071115,0.071155717900953
2014-03-07 16:00:37,57637.0,18118.970781,38081.721321,709.309175,42178.403483759,0.002241,-0.000878,0.071112,0.0711527196177349
2014-03-07 16:00:38,57638.0,18118.973023,38081.720443,709.380284,42178.4048500454,0.002241,-0.000878,0.071108,0.0711487219070027
2014-03-07 16:00:39,57639.0,18118.975264,38081.719564,709.45139,42178.4062150688,0.002241,-0.000879,0.071104,0.0711447365445962
2014-03-07 16:00:40,57640.0,18118.977506,38081.718686,709.522492,42178.4075814774,0.002241,-0.000879,0.0711,0.0711407388350725
2014-03-07 16:00:41,57641.0,18118.979747,38081.717807,709.593591,42178.408946623,0.002241,-0.000879,0.071096,0.0711367411258064
2014-03-07 16:00:42,57642.0,18118.981988,38081.716928,709.664685,42178.4103118044,0.002241,-0.000879,0.071093,0.0711337428440259
2014-03-07 16:00:43,57643.0,18118.984229,38081.716049,709.735776,42178.4116770552,0.002241,-0.000879,0.071089,0.0711297451352105
2014-03-07 16:00:44,57644.0,18118.986471,38081.71517,709.806863,42178.4130427883,0.002241,-0.000879,0.071085,0.0711257474266527
2014-03-07 16:00:45,57645.0,18118.988712,38081.714291,709.877947,42178.4144081611,0.002241,-0.000879,0.071081,0.0711217497183527
2014-03-07 16:00:46,57646.0,18118.990953,38081.713411,709.949026,42178.4157726668,0.002241,-0.000879,0.071078,0.0711187514372968
2014-03-07 16:00:47,57647.0,18118.993194,38081.712532,710.020102,42178.4171381448,0.002241,-0.00088,0.071074,0.0711147660967819
2014-03-07 16:00:48,57648.0,18118.995435,38081.711652,710.091174,42178.4185027724,0.002241,-0.00088,0.07107,0.0711107683898859
2014-03-07 16:00:49,57649.0,18118.997676,38081.710772,710.162242,42178.4198674526,0.002241,-0.00088,0.071066,0.0711067706832479
2014-03-07 16:00:50,57650.0,18118.999917,38081.709892,710.233307,42178.421232202,0.002241,-0.00088,0.071063,0.0711037724034386
2014-03-07 16:00:51,57651.0,18119.002158,38081.709012,710.304367,42178.4225969871,0.002241,-0.00088,0.071059,0.071099774697252
2014-03-07 16:00:52,57652.0,18119.004399,38081.708132,710.375424,42178.4239618414,0.002241,-0.00088,0.071055,0.0710957769913235
2014-03-07 16:00:53,57653.0,18119.00664,38081.707252,710.446477,42178.4253267482,0.002241,-0.00088,0.071051,0.071091779285653
2014-03-07 16:00:54,57654.0,18119.008881,38081.706371,710.517527,42178.4266908214,0.002241,-0.000881,0.071047,0.0710877939663343
2014-03-07 16:00:55,57655.0,18119.011122,38081.705491,710.588572,42178.4280558329,0.002241,-0.000881,0.071044,0.0710847956879669
2014-03-07 16:00:56,57656.0,18119.013363,38081.70461,710.659614,42178.4294200109,0.002241,-0.000881,0.07104,0.071080797983703
2014-03-07 16:00:57,57657.0,18119.015603,38081.703729,710.730652,42178.4307838116,0.002241,-0.000881,0.071036,0.0710768002796975
2014-03-07 16:00:58,57658.0,18119.017844,38081.702848,710.801686,42178.4321480942,0.002241,-0.000881,0.071032,0.0710728025759503
2014-03-07 16:00:59,57659.0,18119.020085,38081.701967,710.872717,42178.4335124459,0.002241,-0.000881,0.071029,0.0710698042983094
2014-03-07 16:01:00,57660.0,18119.022325,38081.701086,710.943744,42178.4348764204,0.002241,-0.000881,0.071025,0.0710658065950145
2014-03-07 16:01:01,57661.0,18119.024566,38081.700205,711.014767,42178.4362408767,0.002241,-0.000881,0.071021,0.071061808891978
2014-03-07 16:01:02,57662.0,18119.026807,38081.699323,711.085786,42178.4376044824,0.002241,-0.000882,0.071017,0.0710578235945909
2014-03-07 16:01:03,57663.0,18119.029047,38081.698441,711.156801,42178.4389677107,0.002241,-0.000882,0.071013,0.0710538258927695
2014-03-07 16:01:04,57664.0,18119.031288,38081.69756,711.227813,42178.4403323406,0.00224,-0.000882,0.07101,0.0710507960828026
2014-03-07 16:01:05,57665.0,18119.033528,38081.696678,711.298821,42178.4416956902,0.00224,-0.000882,0.071006,0.0710467983796596
2014-03-07 16:01:06,57666.0,18119.035769,38081.695796,711.369825,42178.4430595216,0.00224,-0.000882,0.071002,0.0710428006767751
2014-03-07 16:01:07,57667.0,18119.038009,38081.694914,711.440825,42178.4444229755,0.00224,-0.000882,0.070998,0.0710388029741493
2014-03-07 16:01:08,57668.0,18119.040249,38081.694031,711.511821,42178.4457855787,0.00224,-0.000882,0.070995,0.0710358046973496
2014-03-07 16:01:09,57669.0,18119.04249,38081.693149,711.582814,42178.4471495834,0.00224,-0.000882,0.070991,0.0710318069951765
2014-03-07 16:01:10,57670.0,18119.04473,38081.692266,711.653803,42178.4485123077,0.00224,-0.000883,0.070987,0.0710278217179719
2014-03-07 16:01:11,57671.0,18119.04697,38081.691384,711.724788,42178.4498759869,0.00224,-0.000883,0.070983,0.0710238240170156
2014-03-07 16:01:12,57672.0,18119.04921,38081.690501,711.79577,42178.4512388322,0.00224,-0.000883,0.070979,0.0710198263163182
2014-03-07 16:01:13,57673.0,18119.051451,38081.689618,711.866747,42178.4526021422,0.00224,-0.000883,0.070976,0.0710168280409651
2014-03-07 16:01:14,57674.0,18119.053691,38081.688735,711.937721,42178.4539650916,0.00224,-0.000883,0.070972,0.0710128303407208
2014-03-07 16:01:15,57675.0,18119.055931,38081.687852,712.008691,42178.4553280929,0.00224,-0.000883,0.070968,0.0710088326407356
2014-03-07 16:01:16,57676.0,18119.058171,38081.686968,712.079657,42178.4566902434,0.00224,-0.000883,0.070964,0.0710048349410095
2014-03-07 16:01:17,57677.0,18119.060411,38081.686085,712.15062,42178.4580533655,0.00224,-0.000884,0.070961,0.0710018491097239
2014-03-07 16:01:18,57678.0,18119.062651,38081.685201,712.221578,42178.4594156199,0.00224,-0.000884,0.070957,0.0709978514111519
2014-03-07 16:01:19,57679.0,18119.064891,38081.684318,712.292533,42178.4607788459,0.00224,-0.000884,0.070953,0.0709938537128391
2014-03-07 16:01:20,57680.0,18119.067131,38081.683434,712.363484,42178.462141221,0.00224,-0.000884,0.070949,0.0709898560147857
2014-03-07 16:01:21,57681.0,18119.069371,38081.68255,712.434432,42178.4635036648,0.00224,-0.000884,0.070945,0.0709858583169916
2014-03-07 16:01:22,57682.0,18119.071611,38081.681666,712.505375,42178.4648661436,0.00224,-0.000884,0.070942,0.0709828600438162
2014-03-07 16:01:23,57683.0,18119.07385,38081.680782,712.576315,42178.4662282616,0.00224,-0.000884,0.070938,0.0709788623464761
2014-03-07 16:01:24,57684.0,18119.07609,38081.679897,712.647251,42178.467589958,0.00224,-0.000884,0.070934,0.0709748646493954
2014-03-07 16:01:25,57685.0,18119.07833,38081.679013,712.718183,42178.4689526092,0.00224,-0.000885,0.07093,0.0709708794154335
2014-03-07 16:01:26,57686.0,18119.08057,38081.678128,712.789112,42178.4703144262,0.00224,-0.000885,0.070927,0.0709678811435145
2014-03-07 16:01:27,57687.0,18119.082809,38081.677243,712.860036,42178.4716758484,0.00224,-0.000885,0.070923,0.0709638834478497
2014-03-07 16:01:28,57688.0,18119.085049,38081.676358,712.930957,42178.4730377689,0.00224,-0.000885,0.070919,0.0709598857524447
2014-03-07 16:01:29,57689.0,18119.087289,38081.675473,713.001874,42178.4743997411,0.00224,-0.000885,0.070915,0.0709558880572994
2014-03-07 16:01:30,57690.0,18119.089528,38081.674588,713.072788,42178.4757613524,0.00224,-0.000885,0.070911,0.0709518903624139
2014-03-07 16:01:31,57691.0,18119.091768,38081.673703,713.143697,42178.477123428,0.00224,-0.000885,0.070908,0.0709488920914203
2014-03-07 16:01:32,57692.0,18119.094007,38081.672818,713.214603,42178.4784851426,0.002239,-0.000885,0.070904,0.0709448628302289
2014-03-07 16:01:33,57693.0,18119.096247,38081.671932,713.285505,42178.4798464355,0.002239,-0.000886,0.0709,0.0709408776165054
2014-03-07 16:01:34,57694.0,18119.098486,38081.671046,713.356403,42178.4812073506,0.002239,-0.000886,0.070896,0.070936879921519
2014-03-07 16:01:35,57695.0,18119.100725,38081.670161,713.427297,42178.48256922,0.002239,-0.000886,0.070892,0.0709328822267924
2014-03-07 16:01:36,57696.0,18119.102965,38081.669275,713.498188,42178.4839306847,0.002239,-0.000886,0.070889,0.070929883955918
2014-03-07 16:01:37,57697.0,18119.105204,38081.668389,713.569074,42178.4852917545,0.002239,-0.000886,0.070885,0.0709258862616464
2014-03-07 16:01:38,57698.0,18119.107443,38081.667503,713.639957,42178.4866528927,0.002239,-0.000886,0.070881,0.0709218885676347
2014-03-07 16:01:39,57699.0,18119.109683,38081.666616,713.710837,42178.4880136261,0.002239,-0.000886,0.070877,0.0709178908738832
2014-03-07 16:01:40,57700.0,18119.111922,38081.66573,713.781712,42178.4893748674,0.002239,-0.000886,0.070873,0.0709138931803917
2014-03-07 16:01:41,57701.0,18119.114161,38081.664843,713.852584,42178.4907352743,0.002239,-0.000887,0.07087,0.0709109074120477
2014-03-07 16:01:42,57702.0,18119.1164,38081.663957,713.923451,42178.4920966185,0.002239,-0.000887,0.070866,0.0709069097197163
2014-03-07 16:01:43,57703.0,18119.118639,38081.66307,713.994315,42178.4934571283,0.002239,-0.000887,0.070862,0.0709029120276452
2014-03-07 16:01:44,57704.0,18119.120878,38081.662183,714.065176,42178.4948177064,0.002239,-0.000887,0.070858,0.0708989143358345
2014-03-07 16:01:45,57705.0,18119.123117,38081.661296,714.136032,42178.496178319,0.002239,-0.000887,0.070855,0.0708959160671473
2014-03-07 16:01:46,57706.0,18119.125356,38081.660408,714.206885,42178.497538097,0.002239,-0.000887,0.070851,0.0708919183757923
2014-03-07 16:01:47,57707.0,18119.127595,38081.659521,714.277733,42178.4988988124,0.002239,-0.000887,0.070847,0.0708879206846977
2014-03-07 16:01:48,57708.0,18119.129834,38081.658634,714.348578,42178.5002595961,0.002239,-0.000888,0.070843,0.0708839355143322
2014-03-07 16:01:49,57709.0,18119.132073,38081.657746,714.41942,42178.5016195451,0.002239,-0.000888,0.070839,0.0708799378244648
2014-03-07 16:01:50,57710.0,18119.134312,38081.656858,714.490257,42178.5029795286,0.002239,-0.000888,0.070836,0.0708769395572354
2014-03-07 16:01:51,57711.0,18119.136551,38081.65597,714.561091,42178.5043395803,0.002239,-0.000888,0.070832,0.0708729418678243
2014-03-07 16:01:52,57712.0,18119.138789,38081.655082,714.631921,42178.5056992536,0.002239,-0.000888,0.070828,0.0708689441786739
2014-03-07 16:01:53,57713.0,18119.141028,38081.654194,714.702747,42178.5070594079,0.002239,-0.000888,0.070824,0.0708649464897844
2014-03-07 16:01:54,57714.0,18119.143267,38081.653306,714.773569,42178.5084196133,0.002239,-0.000888,0.07082,0.0708609488011556
2014-03-07 16:01:55,57715.0,18119.145505,38081.652418,714.844388,42178.5097794574,0.002239,-0.000888,0.070817,0.0708579505348553
2014-03-07 16:01:56,57716.0,18119.147744,38081.651529,714.915202,42178.5111388624,0.002239,-0.000889,0.070813,0.0708539653865611
2014-03-07 16:01:57,57717.0,18119.149983,38081.650641,714.986013,42178.5124992384,0.002239,-0.000889,0.070809,0.0708499676993575
2014-03-07 16:01:58,57718.0,18119.152221,38081.649752,715.05682,42178.5138583331,0.002239,-0.000889,0.070805,0.070845970012415
2014-03-07 16:01:59,57719.0,18119.15446,38081.648863,715.127624,42178.5152179255,0.002238,-0.000889,0.070801,0.0708419407272274
2014-03-07 16:02:00,57720.0,18119.156698,38081.647974,715.198423,42178.5165771225,0.002238,-0.000889,0.070798,0.0708389424610503
2014-03-07 16:02:01,57721.0,18119.158936,38081.647085,715.269219,42178.5179363876,0.002238,-0.000889,0.070794,0.0708349447730426
2014-03-07 16:02:02,57722.0,18119.161175,38081.646195,715.340011,42178.5192952304,0.002238,-0.000889,0.07079,0.070830947085296
2014-03-07 16:02:03,57723.0,18119.163413,38081.645306,715.410799,42178.5206545976,0.002238,-0.000889,0.070786,0.0708269493978104
2014-03-07 16:02:04,57724.0,18119.165652,38081.644416,715.481583,42178.5220135425,0.002238,-0.00089,0.070782,0.0708229642700727
2014-03-07 16:02:05,57725.0,18119.16789,38081.643527,715.552363,42178.5233730118,0.002238,-0.00089,0.070779,0.0708199660053575
2014-03-07 16:02:06,57726.0,18119.170128,38081.642637,715.62314,42178.5247316462,0.002238,-0.00089,0.070775,0.0708159683192993
2014-03-07 16:02:07,57727.0,18119.172366,38081.641747,715.693913,42178.5260903315,0.002238,-0.00089,0.070771,0.0708119706335023
2014-03-07 16:02:08,57728.0,18119.174604,38081.640857,715.764682,42178.5274490678,0.002238,-0.00089,0.070767,0.0708079729479668
2014-03-07 16:02:09,57729.0,18119.176843,38081.639967,715.835447,42178.5288082847,0.002238,-0.00089,0.070763,0.0708039752626927
2014-03-07 16:02:10,57730.0,18119.179081,38081.639077,715.906209,42178.5301671398,0.002238,-0.00089,0.07076,0.0708009769989087
2014-03-07 16:02:11,57731.0,18119.181319,38081.638186,715.976967,42178.5315251431,0.002238,-0.000891,0.070756,0.0707969918923114
2014-03-07 16:02:12,57732.0,18119.183557,38081.637296,716.047721,42178.5328841,0.002238,-0.000891,0.070752,0.0707929942084667
2014-03-07 16:02:13,57733.0,18119.185795,38081.636405,716.118471,42178.534242205,0.002238,-0.000891,0.070748,0.0707889965248837
2014-03-07 16:02:14,57734.0,18119.188033,38081.635514,716.189217,42178.5356003608,0.002238,-0.000891,0.070744,0.0707849988415625
2014-03-07 16:02:15,57735.0,18119.190271,38081.634623,716.259959,42178.5369585674,0.002238,-0.000891,0.070741,0.0707820005792433
2014-03-07 16:02:16,57736.0,18119.192509,38081.633732,716.330698,42178.5383168419,0.002238,-0.000891,0.070737,0.0707780028963802
2014-03-07 16:02:17,57737.0,18119.194746,38081.632841,716.401433,42178.5396747375,0.002238,-0.000891,0.070733,0.0707740052137789
2014-03-07 16:02:18,57738.0,18119.196984,38081.631949,716.472164,42178.5410322107,0.002238,-0.000891,0.070729,0.0707700075314395
2014-03-07 16:02:19,57739.0,18119.199222,38081.631058,716.542891,42178.5423906374,0.002238,-0.000892,0.070725,0.0707660224472169
2014-03-07 16:02:20,57740.0,18119.20146,38081.630166,716.613615,42178.543748229,0.002238,-0.000892,0.070722,0.0707630241863644
2014-03-07 16:02:21,57741.0,18119.203697,38081.629275,716.684334,42178.5451063277,0.002238,-0.000892,0.070718,0.0707590265054572
2014-03-07 16:02:22,57742.0,18119.205935,38081.628383,716.75505,42178.5464640207,0.002238,-0.000892,0.070714,0.0707550288248122
2014-03-07 16:02:23,57743.0,18119.208173,38081.627491,716.825762,42178.5478217644,0.002238,-0.000892,0.07071,0.0707510311444293
2014-03-07 16:02:24,57744.0,18119.21041,38081.626599,716.89647,42178.5491791291,0.002238,-0.000892,0.070706,0.0707470334643086
2014-03-07 16:02:25,57745.0,18119.212648,38081.625706,716.967175,42178.5505360883,0.002238,-0.000892,0.070703,0.0707440352043902
2014-03-07 16:02:26,57746.0,18119.214885,38081.624814,717.037875,42178.5518935543,0.002237,-0.000892,0.070699,0.0707400058948259
2014-03-07 16:02:27,57747.0,18119.217123,38081.623922,717.108572,42178.5532515175,0.002237,-0.000893,0.070695,0.0707360208309741
2014-03-07 16:02:28,57748.0,18119.21936,38081.623029,717.179265,42178.5546081988,0.002237,-0.000893,0.070691,0.0707320231507625
2014-03-07 16:02:29,57749.0,18119.221598,38081.622136,717.249954,42178.5559653603,0.002237,-0.000893,0.070687,0.0707280254708132
2014-03-07 16:02:30,57750.0,18119.223835,38081.621243,717.32064,42178.5573221597,0.002237,-0.000893,0.070683,0.0707240277911263
2014-03-07 16:02:31,57751.0,18119.226072,38081.62035,717.391321,42178.5586789926,0.002237,-0.000893,0.07068,0.0707210295315333
2014-03-07 16:02:32,57752.0,18119.22831,38081.619457,717.461999,42178.5600363227,0.002237,-0.000893,0.070676,0.0707170318523056
2014-03-07 16:02:33,57753.0,18119.230547,38081.618564,717.532673,42178.5613932736,0.002237,-0.000893,0.070672,0.0707130341733404
2014-03-07 16:02:34,57754.0,18119.232784,38081.61767,717.603343,42178.5627493721,0.002237,-0.000893,0.070668,0.0707090364946377
2014-03-07 16:02:35,57755.0,18119.235021,38081.616777,717.674009,42178.564106424,0.002237,-0.000894,0.070664,0.0707050514532024
2014-03-07 16:02:36,57756.0,18119.237258,38081.615883,717.744672,42178.5654626403,0.002237,-0.000894,0.070661,0.0707020531950805
2014-03-07 16:02:37,57757.0,18119.239495,38081.614989,717.815331,42178.5668189072,0.002237,-0.000894,0.070657,0.0706980555178146
2014-03-07 16:02:38,57758.0,18119.241733,38081.614096,717.885986,42178.5681765568,0.002237,-0.000894,0.070653,0.0706940578408115
2014-03-07 16:02:39,57759.0,18119.24397,38081.613202,717.956637,42178.5695329244,0.002237,-0.000894,0.070649,0.0706900601640712
2014-03-07 16:02:40,57760.0,18119.246207,38081.612307,718.027284,42178.5708884394,0.002237,-0.000894,0.070645,0.0706860624875937
2014-03-07 16:02:41,57761.0,18119.248443,38081.611413,718.097927,42178.572244478,0.002237,-0.000894,0.070642,0.0706830642304081
2014-03-07 16:02:42,57762.0,18119.25068,38081.610519,718.168567,42178.5736010136,0.002237,-0.000894,0.070638,0.0706790665543908
2014-03-07 16:02:43,57763.0,18119.252917,38081.609624,718.239203,42178.5749566965,0.002237,-0.000895,0.070634,0.0706750815351493
2014-03-07 16:02:44,57764.0,18119.255154,38081.608729,718.309835,42178.5763124298,0.002237,-0.000895,0.07063,0.0706710838603739
2014-03-07 16:02:45,57765.0,18119.257391,38081.607835,718.380463,42178.5776691161,0.002237,-0.000895,0.070626,0.0706670861858617
2014-03-07 16:02:46,57766.0,18119.259628,38081.60694,718.451087,42178.5790249498,0.002237,-0.000895,0.070622,0.0706630885116126
2014-03-07 16:02:47,57767.0,18119.261864,38081.606045,718.521708,42178.5803804212,0.002237,-0.000895,0.070619,0.0706600902560986
2014-03-07 16:02:48,57768.0,18119.264101,38081.605149,718.592325,42178.5817354695,0.002237,-0.000895,0.070615,0.0706560925823103
2014-03-07 16:02:49,57769.0,18119.266338,38081.604254,718.662938,42178.5830914708,0.002237,-0.000895,0.070611,0.0706520949087853
2014-03-07 16:02:50,57770.0,18119.268574,38081.603359,718.733547,42178.5844470927,0.002237,-0.000896,0.070607,0.0706481099110231
2014-03-07 16:02:51,57771.0,18119.270811,38081.602463,718.804152,42178.5858022914,0.002237,-0.000896,0.070603,0.0706441122387422
2014-03-07 16:02:52,57772.0,18119.273048,38081.601567,718.874753,42178.5871575402,0.002237,-0.000896,0.0706,0.0706411139847044
2014-03-07 16:02:53,57773.0,18119.275284,38081.600672,718.945351,42178.5885133295,0.002236,-0.000896,0.070596,0.0706370846510528
2014-03-07 16:02:54,57774.0,18119.27752,38081.599776,719.015945,42178.5898682659,0.002236,-0.000896,0.070592,0.0706330869777047
2014-03-07 16:02:55,57775.0,18119.279757,38081.59888,719.086535,42178.591223682,0.002236,-0.000896,0.070588,0.0706290893046201
2014-03-07 16:02:56,57776.0,18119.281993,38081.597983,719.157121,42178.5925778157,0.002236,-0.000896,0.070584,0.070625091631799
2014-03-07 16:02:57,57777.0,18119.28423,38081.597087,719.227704,42178.5939333489,0.002236,-0.000896,0.07058,0.0706210939592414
2014-03-07 16:02:58,57778.0,18119.286466,38081.596191,719.298282,42178.5952884854,0.002236,-0.000897,0.070577,0.0706181084000414
2014-03-07 16:02:59,57779.0,18119.288702,38081.595294,719.368857,42178.5966427861,0.002236,-0.000897,0.070573,0.0706141107286639
2014-03-07 16:03:00,57780.0,18119.290939,38081.594397,719.439428,42178.5979975664,0.002236,-0.000897,0.070569,0.0706101130575501
2014-03-07 16:03:01,57781.0,18119.293175,38081.5935,719.509995,42178.599351967,0.002236,-0.000897,0.070565,0.0706061153867
2014-03-07 16:03:02,57782.0,18119.295411,38081.592603,719.580558,42178.6007064175,0.002236,-0.000897,0.070561,0.0706021177161139
2014-03-07 16:03:03,57783.0,18119.297647,38081.591706,719.651118,42178.602060935,0.002236,-0.000897,0.070558,0.0705991194633474
2014-03-07 16:03:04,57784.0,18119.299883,38081.590809,719.721673,42178.6034154852,0.002236,-0.000897,0.070554,0.0705951217932231
2014-03-07 16:03:05,57785.0,18119.302119,38081.589912,719.792225,42178.6047701024,0.002236,-0.000897,0.07055,0.0705911241233627
2014-03-07 16:03:06,57786.0,18119.304355,38081.589014,719.862773,42178.6061238666,0.002236,-0.000898,0.070546,0.0705871391685483
2014-03-07 16:03:07,57787.0,18119.306591,38081.588117,719.933317,42178.6074785835,0.002236,-0.000898,0.070542,0.0705831414999361
2014-03-07 16:03:08,57788.0,18119.308827,38081.587219,720.003857,42178.6088324473,0.002236,-0.000898,0.070538,0.0705791438315881
2014-03-07 16:03:09,57789.0,18119.311063,38081.586321,720.074394,42178.6101863779,0.002236,-0.000898,0.070535,0.0705761455805005
2014-03-07 16:03:10,57790.0,18119.313299,38081.585423,720.144927,42178.6115403583,0.002236,-0.000898,0.070531,0.0705721479126149
2014-03-07 16:03:11,57791.0,18119.315535,38081.584525,720.215456,42178.6128943885,0.002236,-0.000898,0.070527,0.0705681502449937
2014-03-07 16:03:12,57792.0,18119.317771,38081.583627,720.285981,42178.6142484683,0.002236,-0.000898,0.070523,0.0705641525776368
2014-03-07 16:03:13,57793.0,18119.320006,38081.582728,720.356502,42178.6156012655,0.002236,-0.000898,0.070519,0.0705601549105442
2014-03-07 16:03:14,57794.0,18119.322242,38081.58183,720.427019,42178.6169554447,0.002236,-0.000899,0.070515,0.0705561699782521
2014-03-07 16:03:15,57795.0,18119.324478,38081.580931,720.497533,42178.6183087878,0.002236,-0.000899,0.070512,0.0705531717288458
2014-03-07 16:03:16,57796.0,18119.326713,38081.580032,720.568043,42178.619661751,0.002236,-0.000899,0.070508,0.0705491740632022
2014-03-07 16:03:17,57797.0,18119.328949,38081.579133,720.638548,42178.6210151763,0.002236,-0.000899,0.070504,0.0705451763978233
2014-03-07 16:03:18,57798.0,18119.331185,38081.578234,720.70905,42178.6223686683,0.002236,-0.000899,0.0705,0.070541178732709
2014-03-07 16:03:19,57799.0,18119.33342,38081.577335,720.779549,42178.6237217974,0.002236,-0.000899,0.070496,0.0705371810678595
2014-03-07 16:03:20,57800.0,18119.335656,38081.576436,720.850043,42178.6250753886,0.002235,-0.000899,0.070493,0.0705341511255363
2014-03-07 16:03:21,57801.0,18119.337891,38081.575537,720.920534,42178.6264286168,0.002235,-0.000899,0.070489,0.0705301534593538
2014-03-07 16:03:22,57802.0,18119.340126,38081.574637,720.991021,42178.6277809916,0.002235,-0.0009,0.070485,0.0705261685475682
2014-03-07 16:03:23,57803.0,18119.342362,38081.573738,721.061503,42178.6291347313,0.002235,-0.0009,0.070481,0.070522170882638
