Latitude,Longitude,"Time
(UTC)","Seconds
(UTC)","Air
Temp
350 hPa
(°C)","Air
Temp
300 hPa
(°C)","Air
Temp
250 hPa
(°C)","Air
Temp
200 hPa
(°C)","Air
Temp
150 hPa
(°C)","∂SAT
350 hPa
26,632 ft
(°K)","∂SAT
300 hPa
30,066 ft
(°K)","∂SAT
250 hPa
34,000 ft
(°K)","∂SAT
200 hPa
38,632 ft
(°K)","∂SAT
150 hPa
44,321 ft
(°K)"
-2,80,2019-03-09 00:00:00,86400,-22.45,-30.35,-40.05,-53.05,-68.55,15.3133184,14.2167592,12.3108,3.44952680000003,-12.0504732
-2,80,2019-06-28 03:00:00,97200,-22.25,-30.15,-40.05,-52.85,-68.75,15.5133184,14.4167592,12.3108,3.64952680000005,-12.2504732
-2,81,2019-03-09 18:00:00,64800,-22.75,-30.25,-39.85,-52.75,-69.15,15.0133184,14.3167592,12.5108,3.74952680000004,-12.6504732
-2,81,2019-03-09 21:00:00,75600,-22.75,-30.45,-39.95,-53.15,-69.25,15.0133184,14.1167592,12.4108,3.34952680000004,-12.7504732
-2,81,2019-03-09 00:00:00,86400,-22.85,-30.55,-39.95,-53.05,-68.55,14.9133184,14.0167592,12.4108,3.44952680000003,-12.0504732
-2,81,2019-06-28 03:00:00,97200,-22.45,-30.25,-39.95,-53.25,-68.75,15.3133184,14.3167592,12.4108,3.24952680000004,-12.2504732
-2,82,2019-03-09 18:00:00,64800,-22.65,-30.35,-40.15,-52.75,-68.95,15.1133184,14.2167592,12.2108,3.74952680000004,-12.4504732
-2,82,2019-03-09 21:00:00,75600,-23.05,-30.65,-40.15,-52.95,-68.95,14.7133184,13.9167592,12.2108,3.54952680000002,-12.4504732
-2,82,2019-03-09 00:00:00,86400,-22.75,-30.55,-39.95,-53.15,-68.75,15.0133184,14.0167592,12.4108,3.34952680000004,-12.2504732
-2,82,2019-06-28 03:00:00,97200,-22.55,-30.55,-40.15,-53.05,-68.75,15.2133184,14.0167592,12.2108,3.44952680000003,-12.2504732
-2,83,2019-03-09 18:00:00,64800,-22.95,-30.45,-40.25,-52.45,-68.85,14.8133184,14.1167592,12.1108,4.04952680000002,-12.3504732
-2,83,2019-03-09 21:00:00,75600,-23.05,-30.65,-40.15,-52.55,-69.15,14.7133184,13.9167592,12.2108,3.94952680000003,-12.6504732
-2,83,2019-03-09 00:00:00,86400,-22.25,-30.35,-40.15,-53.35,-69.15,15.5133184,14.2167592,12.2108,3.14952680000005,-12.6504732
-2,83,2019-06-28 03:00:00,97200,-22.35,-30.25,-40.35,-53.05,-68.95,15.4133184,14.3167592,12.0108,3.44952680000003,-12.4504732
-2,84,2019-03-09 18:00:00,64800,-23.05,-30.45,-40.05,-52.35,-68.85,14.7133184,14.1167592,12.3108,4.14952680000005,-12.3504732
-2,84,2019-03-09 21:00:00,75600,-22.85,-30.75,-40.15,-52.35,-68.75,14.9133184,13.8167592,12.2108,4.14952680000005,-12.2504732
-2,84,2019-03-09 00:00:00,86400,-22.15,-30.45,-40.45,-52.95,-68.85,15.6133184,14.1167592,11.9108,3.54952680000002,-12.3504732
-2,84,2019-06-28 03:00:00,97200,-22.05,-30.25,-40.55,-53.25,-68.75,15.7133184,14.3167592,11.8108,3.24952680000004,-12.2504732
-2,85,2019-03-09 18:00:00,64800,-22.85,-30.45,-39.65,-52.65,-68.85,14.9133184,14.1167592,12.7108,3.84952680000004,-12.3504732
-2,85,2019-03-09 21:00:00,75600,-22.85,-30.55,-40.05,-52.55,-68.65,14.9133184,14.0167592,12.3108,3.94952680000003,-12.1504732
-2,85,2019-03-09 00:00:00,86400,-22.35,-30.35,-40.45,-53.25,-68.35,15.4133184,14.2167592,11.9108,3.24952680000004,-11.8504732
-2,85,2019-06-28 03:00:00,97200,-21.95,-30.15,-40.25,-53.55,-68.35,15.8133184,14.4167592,12.1108,2.94952680000003,-11.8504732
-2,86,2019-03-09 18:00:00,64800,-22.75,-30.15,-39.85,-52.75,-68.75,15.0133184,14.4167592,12.5108,3.74952680000004,-12.2504732
-2,86,2019-03-09 21:00:00,75600,-23.15,-30.15,-40.15,-52.85,-68.55,14.6133184,14.4167592,12.2108,3.64952680000005,-12.0504732
-2,86,2019-03-09 00:00:00,86400,-22.55,-30.55,-40.35,-53.15,-67.95,15.2133184,14.0167592,12.0108,3.34952680000004,-11.4504732
-2,86,2019-06-28 03:00:00,97200,-22.15,-30.35,-40.35,-53.35,-68.05,15.6133184,14.2167592,12.0108,3.14952680000005,-11.5504732
-2,87,2019-03-09 18:00:00,64800,-22.65,-29.65,-40.25,-53.05,-68.65,15.1133184,14.9167592,12.1108,3.44952680000003,-12.1504732
-2,87,2019-03-09 21:00:00,75600,-23.05,-29.95,-40.05,-53.25,-68.65,14.7133184,14.6167592,12.3108,3.24952680000004,-12.1504732
-2,87,2019-03-09 00:00:00,86400,-22.75,-30.65,-40.25,-52.95,-68.25,15.0133184,13.9167592,12.1108,3.54952680000002,-11.7504732
-2,87,2019-06-28 03:00:00,97200,-22.65,-30.55,-40.25,-52.95,-68.35,15.1133184,14.0167592,12.1108,3.54952680000002,-11.8504732
-2,88,2019-03-09 18:00:00,64800,-22.15,-29.55,-40.35,-53.35,-68.65,15.6133184,15.0167592,12.0108,3.14952680000005,-12.1504732
-2,88,2019-03-09 21:00:00,75600,-22.45,-30.05,-40.35,-53.15,-68.75,15.3133184,14.5167592,12.0108,3.34952680000004,-12.2504732
-2,88,2019-03-09 00:00:00,86400,-22.55,-30.45,-40.55,-53.15,-68.35,15.2133184,14.1167592,11.8108,3.34952680000004,-11.8504732
-2,88,2019-06-28 03:00:00,97200,-22.45,-30.15,-40.35,-53.05,-68.55,15.3133184,14.4167592,12.0108,3.44952680000003,-12.0504732
-2,89,2019-03-09 18:00:00,64800,-21.95,-29.65,-40.25,-53.35,-68.75,15.8133184,14.9167592,12.1108,3.14952680000005,-12.2504732
-2,89,2019-03-09 21:00:00,75600,-22.15,-30.25,-40.55,-53.15,-68.95,15.6133184,14.3167592,11.8108,3.34952680000004,-12.4504732
-2,89,2019-03-09 00:00:00,86400,-22.15,-30.35,-40.75,-53.15,-68.85,15.6133184,14.2167592,11.6108,3.34952680000004,-12.3504732
-2,89,2019-06-28 03:00:00,97200,-22.25,-30.55,-40.45,-53.25,-68.55,15.5133184,14.0167592,11.9108,3.24952680000004,-12.0504732
-2,90,2019-03-09 18:00:00,64800,-21.75,-29.65,-40.85,-52.95,-68.85,16.0133184,14.9167592,11.5108,3.54952680000002,-12.3504732
-2,90,2019-03-09 21:00:00,75600,-21.85,-30.25,-40.95,-53.05,-69.05,15.9133184,14.3167592,11.4108,3.44952680000003,-12.5504732
-2,90,2019-03-09 00:00:00,86400,-21.85,-30.75,-40.85,-53.15,-68.65,15.9133184,13.8167592,11.5108,3.34952680000004,-12.1504732
-2,90,2019-06-28 03:00:00,97200,-22.25,-30.75,-40.55,-53.25,-68.55,15.5133184,13.8167592,11.8108,3.24952680000004,-12.0504732
-2,91,2019-03-09 18:00:00,64800,-21.65,-29.95,-41.15,-52.85,-68.35,16.1133184,14.6167592,11.2108,3.64952680000005,-11.8504732
-2,91,2019-03-09 21:00:00,75600,-21.55,-30.45,-40.85,-53.25,-68.65,16.2133184,14.1167592,11.5108,3.24952680000004,-12.1504732
-2,91,2019-03-09 00:00:00,86400,-21.75,-31.05,-41.25,-52.95,-68.35,16.0133184,13.5167592,11.1108,3.54952680000002,-11.8504732
-2,91,2019-06-28 03:00:00,97200,-22.05,-30.95,-41.05,-52.35,-68.55,15.7133184,13.6167592,11.3108,4.14952680000005,-12.0504732
-2,92,2019-03-09 18:00:00,64800,-21.45,-30.55,-41.05,-52.85,-68.25,16.3133184,14.0167592,11.3108,3.64952680000005,-11.7504732
-2,92,2019-03-09 21:00:00,75600,-21.35,-30.85,-41.05,-53.15,-68.65,16.4133184,13.7167592,11.3108,3.34952680000004,-12.1504732
-2,92,2019-03-09 00:00:00,86400,-22.05,-31.15,-41.45,-52.55,-68.55,15.7133184,13.4167592,10.9108,3.94952680000003,-12.0504732
-2,92,2019-06-28 03:00:00,97200,-22.05,-31.25,-40.95,-52.55,-68.45,15.7133184,13.3167592,11.4108,3.94952680000003,-11.9504732
-2,93,2019-03-09 18:00:00,64800,-21.55,-30.85,-40.85,-52.95,-68.25,16.2133184,13.7167592,11.5108,3.54952680000002,-11.7504732
-2,93,2019-03-09 21:00:00,75600,-21.75,-30.95,-40.75,-53.05,-68.85,16.0133184,13.6167592,11.6108,3.44952680000003,-12.3504732
-2,93,2019-03-09 00:00:00,86400,-22.25,-31.35,-41.15,-52.95,-68.75,15.5133184,13.2167592,11.2108,3.54952680000002,-12.2504732
-2,93,2019-06-28 03:00:00,97200,-22.35,-31.15,-40.85,-52.95,-68.55,15.4133184,13.4167592,11.5108,3.54952680000002,-12.0504732
-2,94,2019-03-09 18:00:00,64800,-21.95,-30.75,-40.55,-53.25,-68.35,15.8133184,13.8167592,11.8108,3.24952680000004,-11.8504732
-2,94,2019-03-09 21:00:00,75600,-22.05,-30.45,-40.55,-53.35,-68.75,15.7133184,14.1167592,11.8108,3.14952680000005,-12.2504732
-2,94,2019-03-09 00:00:00,86400,-22.55,-31.15,-41.15,-53.05,-69.05,15.2133184,13.4167592,11.2108,3.44952680000003,-12.5504732
-2,94,2019-06-28 03:00:00,97200,-22.45,-30.85,-40.75,-53.35,-68.95,15.3133184,13.7167592,11.6108,3.14952680000005,-12.4504732
-2,95,2019-03-09 18:00:00,64800,-22.05,-30.45,-40.75,-53.55,-68.35,15.7133184,14.1167592,11.6108,2.94952680000003,-11.8504732
-2,95,2019-03-09 21:00:00,75600,-22.05,-30.45,-40.85,-53.45,-68.75,15.7133184,14.1167592,11.5108,3.04952680000002,-12.2504732
-2,95,2019-03-09 00:00:00,86400,-22.25,-30.85,-41.15,-53.45,-69.05,15.5133184,13.7167592,11.2108,3.04952680000002,-12.5504732
-2,95,2019-06-28 03:00:00,97200,-22.15,-30.75,-40.85,-53.45,-68.95,15.6133184,13.8167592,11.5108,3.04952680000002,-12.4504732
-2,96,2019-03-09 18:00:00,64800,-21.85,-30.45,-41.15,-53.95,-68.25,15.9133184,14.1167592,11.2108,2.54952680000002,-11.7504732
-2,96,2019-03-09 21:00:00,75600,-22.05,-30.75,-41.15,-53.65,-68.75,15.7133184,13.8167592,11.2108,2.84952680000004,-12.2504732
-2,96,2019-03-09 00:00:00,86400,-22.05,-30.85,-41.05,-53.45,-69.05,15.7133184,13.7167592,11.3108,3.04952680000002,-12.5504732
-2,96,2019-06-28 03:00:00,97200,-22.15,-30.75,-41.05,-53.45,-68.55,15.6133184,13.8167592,11.3108,3.04952680000002,-12.0504732
-2,97,2019-03-09 18:00:00,64800,-22.15,-30.75,-41.15,-53.85,-68.55,15.6133184,13.8167592,11.2108,2.64952680000005,-12.0504732
-2,97,2019-03-09 21:00:00,75600,-22.25,-30.95,-41.15,-53.55,-68.95,15.5133184,13.6167592,11.2108,2.94952680000003,-12.4504732
-2,97,2019-03-09 00:00:00,86400,-22.25,-30.85,-41.05,-53.45,-69.05,15.5133184,13.7167592,11.3108,3.04952680000002,-12.5504732
-2,97,2019-06-28 03:00:00,97200,-21.95,-30.95,-41.25,-53.55,-68.45,15.8133184,13.6167592,11.1108,2.94952680000003,-11.9504732
-2,98,2019-03-09 18:00:00,64800,-22.25,-30.95,-41.25,-53.85,-69.05,15.5133184,13.6167592,11.1108,2.64952680000005,-12.5504732
-2,98,2019-03-09 21:00:00,75600,-22.45,-31.05,-41.25,-53.65,-68.95,15.3133184,13.5167592,11.1108,2.84952680000004,-12.4504732
-2,98,2019-03-09 00:00:00,86400,-22.25,-30.95,-41.15,-53.65,-69.05,15.5133184,13.6167592,11.2108,2.84952680000004,-12.5504732
-2,98,2019-06-28 03:00:00,97200,-21.85,-31.05,-41.15,-53.85,-68.55,15.9133184,13.5167592,11.2108,2.64952680000005,-12.0504732
-2,99,2019-03-09 18:00:00,64800,-22.55,-31.15,-41.65,-54.05,-69.15,15.2133184,13.4167592,10.7108,2.44952680000003,-12.6504732
-2,99,2019-03-09 21:00:00,75600,-22.55,-31.15,-41.35,-53.75,-69.25,15.2133184,13.4167592,11.0108,2.74952680000004,-12.7504732
-2,99,2019-03-09 00:00:00,86400,-22.35,-31.05,-41.15,-54.15,-69.05,15.4133184,13.5167592,11.2108,2.34952680000004,-12.5504732
-2,99,2019-06-28 03:00:00,97200,-22.05,-30.95,-41.45,-53.95,-68.55,15.7133184,13.6167592,10.9108,2.54952680000002,-12.0504732
-2,100,2019-03-09 18:00:00,64800,-22.55,-31.35,-41.55,-53.55,-68.95,15.2133184,13.2167592,10.8108,2.94952680000003,-12.4504732
-2,100,2019-03-09 21:00:00,75600,-22.35,-30.95,-41.05,-53.85,-69.25,15.4133184,13.6167592,11.3108,2.64952680000005,-12.7504732
-2,100,2019-03-09 00:00:00,86400,-22.15,-31.05,-41.35,-54.05,-68.85,15.6133184,13.5167592,11.0108,2.44952680000003,-12.3504732
-2,100,2019-06-28 03:00:00,97200,-21.95,-30.85,-41.65,-53.95,-68.45,15.8133184,13.7167592,10.7108,2.54952680000002,-11.9504732
-2,101,2019-03-09 18:00:00,64800,-22.55,-31.25,-41.75,-53.65,-68.65,15.2133184,13.3167592,10.6108,2.84952680000004,-12.1504732
-2,101,2019-03-09 21:00:00,75600,-22.15,-31.15,-41.65,-53.55,-68.95,15.6133184,13.4167592,10.7108,2.94952680000003,-12.4504732
-2,101,2019-03-09 00:00:00,86400,-21.95,-31.25,-41.95,-54.15,-68.65,15.8133184,13.3167592,10.4108,2.34952680000004,-12.1504732
-2,101,2019-06-28 03:00:00,97200,-21.85,-30.95,-41.65,-54.25,-68.05,15.9133184,13.6167592,10.7108,2.24952680000004,-11.5504732
-2,102,2019-03-09 18:00:00,64800,-22.55,-31.45,-41.95,-53.85,-68.55,15.2133184,13.1167592,10.4108,2.64952680000005,-12.0504732
-2,102,2019-03-09 21:00:00,75600,-22.05,-31.15,-41.85,-54.05,-69.05,15.7133184,13.4167592,10.5108,2.44952680000003,-12.5504732
-2,102,2019-03-09 00:00:00,86400,-21.95,-31.05,-42.05,-54.65,-68.65,15.8133184,13.5167592,10.3108,1.84952680000004,-12.1504732
-2,102,2019-06-28 03:00:00,97200,-21.75,-31.15,-41.85,-54.85,-68.05,16.0133184,13.4167592,10.5108,1.64952680000005,-11.5504732
-2,103,2019-03-09 18:00:00,64800,-22.55,-31.75,-42.15,-54.05,-68.75,15.2133184,12.8167592,10.2108,2.44952680000003,-12.2504732
-2,103,2019-03-09 21:00:00,75600,-21.95,-31.25,-41.95,-54.55,-68.85,15.8133184,13.3167592,10.4108,1.94952680000003,-12.3504732
-2,103,2019-03-09 00:00:00,86400,-22.05,-31.15,-41.95,-54.85,-68.75,15.7133184,13.4167592,10.4108,1.64952680000005,-12.2504732
-2,103,2019-06-28 03:00:00,97200,-21.95,-31.05,-41.85,-54.75,-68.05,15.8133184,13.5167592,10.5108,1.74952680000004,-11.5504732
-2,104,2019-03-09 18:00:00,64800,-22.55,-32.05,-42.05,-54.25,-68.65,15.2133184,12.5167592,10.3108,2.24952680000004,-12.1504732
-2,104,2019-03-09 21:00:00,75600,-22.05,-31.45,-41.95,-54.45,-68.75,15.7133184,13.1167592,10.4108,2.04952680000002,-12.2504732
-2,104,2019-03-09 00:00:00,86400,-22.25,-31.35,-42.05,-54.65,-68.95,15.5133184,13.2167592,10.3108,1.84952680000004,-12.4504732
-2,104,2019-06-28 03:00:00,97200,-22.05,-31.25,-41.85,-54.55,-68.45,15.7133184,13.3167592,10.5108,1.94952680000003,-11.9504732
-2,105,2019-03-09 18:00:00,64800,-22.75,-31.75,-41.75,-54.15,-68.55,15.0133184,12.8167592,10.6108,2.34952680000004,-12.0504732
-2,105,2019-03-09 21:00:00,75600,-22.45,-31.35,-41.85,-54.55,-68.65,15.3133184,13.2167592,10.5108,1.94952680000003,-12.1504732
-2,105,2019-03-09 00:00:00,86400,-22.65,-31.35,-41.95,-54.65,-69.05,15.1133184,13.2167592,10.4108,1.84952680000004,-12.5504732
-2,105,2019-06-28 03:00:00,97200,-22.45,-31.25,-41.75,-54.35,-68.75,15.3133184,13.3167592,10.6108,2.14952680000005,-12.2504732
-3,80,2019-03-09 18:00:00,64800,-22.65,-30.55,-40.25,-52.65,-69.15,15.1133184,14.0167592,12.1108,3.84952680000004,-12.6504732
-3,80,2019-03-09 21:00:00,75600,-22.55,-30.45,-40.35,-52.95,-69.05,15.2133184,14.1167592,12.0108,3.54952680000002,-12.5504732
-3,80,2019-03-09 00:00:00,86400,-22.45,-30.15,-40.25,-52.65,-68.95,15.3133184,14.4167592,12.1108,3.84952680000004,-12.4504732
-3,80,2019-06-28 03:00:00,97200,-22.55,-30.15,-40.15,-52.75,-68.85,15.2133184,14.4167592,12.2108,3.74952680000004,-12.3504732
-3,81,2019-03-09 18:00:00,64800,-22.75,-30.25,-40.15,-53.25,-69.15,15.0133184,14.3167592,12.2108,3.24952680000004,-12.6504732
-3,81,2019-03-09 21:00:00,75600,-22.85,-30.45,-40.15,-52.85,-68.95,14.9133184,14.1167592,12.2108,3.64952680000005,-12.4504732
-3,81,2019-03-09 00:00:00,86400,-22.85,-30.35,-39.85,-52.75,-68.85,14.9133184,14.2167592,12.5108,3.74952680000004,-12.3504732
-3,81,2019-06-28 03:00:00,97200,-22.55,-30.45,-39.95,-52.75,-68.95,15.2133184,14.1167592,12.4108,3.74952680000004,-12.4504732
-3,82,2019-03-09 18:00:00,64800,-22.45,-30.45,-40.35,-52.75,-68.85,15.3133184,14.1167592,12.0108,3.74952680000004,-12.3504732
-3,82,2019-03-09 21:00:00,75600,-22.75,-30.45,-40.25,-52.75,-69.05,15.0133184,14.1167592,12.1108,3.74952680000004,-12.5504732
-3,82,2019-03-09 00:00:00,86400,-22.65,-30.35,-39.95,-52.85,-69.15,15.1133184,14.2167592,12.4108,3.64952680000005,-12.6504732
-3,82,2019-06-28 03:00:00,97200,-22.35,-30.35,-40.15,-52.95,-69.25,15.4133184,14.2167592,12.2108,3.54952680000002,-12.7504732
-3,83,2019-03-09 18:00:00,64800,-22.75,-30.45,-40.25,-52.75,-68.65,15.0133184,14.1167592,12.1108,3.74952680000004,-12.1504732
-3,83,2019-03-09 21:00:00,75600,-23.05,-30.65,-40.05,-52.55,-68.95,14.7133184,13.9167592,12.3108,3.94952680000003,-12.4504732
-3,83,2019-03-09 00:00:00,86400,-22.45,-30.25,-40.25,-52.75,-69.15,15.3133184,14.3167592,12.1108,3.74952680000004,-12.6504732
-3,83,2019-06-28 03:00:00,97200,-21.95,-30.05,-40.45,-52.95,-69.25,15.8133184,14.5167592,11.9108,3.54952680000002,-12.7504732
-3,84,2019-03-09 18:00:00,64800,-22.75,-30.45,-40.25,-52.85,-68.85,15.0133184,14.1167592,12.1108,3.64952680000005,-12.3504732
-3,84,2019-03-09 21:00:00,75600,-22.95,-30.55,-40.05,-52.65,-68.95,14.8133184,14.0167592,12.3108,3.84952680000004,-12.4504732
-3,84,2019-03-09 00:00:00,86400,-22.35,-30.25,-40.45,-52.75,-68.65,15.4133184,14.3167592,11.9108,3.74952680000004,-12.1504732
-3,84,2019-06-28 03:00:00,97200,-21.95,-30.15,-40.95,-52.95,-68.55,15.8133184,14.4167592,11.4108,3.54952680000002,-12.0504732
-3,85,2019-03-09 18:00:00,64800,-22.75,-30.35,-40.15,-52.75,-68.95,15.0133184,14.2167592,12.2108,3.74952680000004,-12.4504732
-3,85,2019-03-09 21:00:00,75600,-22.75,-30.35,-40.15,-52.65,-69.15,15.0133184,14.2167592,12.2108,3.84952680000004,-12.6504732
-3,85,2019-03-09 00:00:00,86400,-22.45,-30.15,-40.45,-52.65,-68.65,15.3133184,14.4167592,11.9108,3.84952680000004,-12.1504732
-3,85,2019-06-28 03:00:00,97200,-21.75,-30.45,-40.55,-53.25,-68.45,16.0133184,14.1167592,11.8108,3.24952680000004,-11.9504732
-3,86,2019-03-09 18:00:00,64800,-22.65,-30.45,-40.35,-52.65,-69.05,15.1133184,14.1167592,12.0108,3.84952680000004,-12.5504732
-3,86,2019-03-09 21:00:00,75600,-22.65,-29.95,-40.45,-52.75,-68.85,15.1133184,14.6167592,11.9108,3.74952680000004,-12.3504732
-3,86,2019-03-09 00:00:00,86400,-22.45,-30.35,-40.25,-52.95,-68.55,15.3133184,14.2167592,12.1108,3.54952680000002,-12.0504732
-3,86,2019-06-28 03:00:00,97200,-22.25,-30.75,-40.45,-53.05,-68.45,15.5133184,13.8167592,11.9108,3.44952680000003,-11.9504732
-3,87,2019-03-09 18:00:00,64800,-22.45,-30.25,-40.55,-52.75,-68.85,15.3133184,14.3167592,11.8108,3.74952680000004,-12.3504732
-3,87,2019-03-09 21:00:00,75600,-22.65,-30.05,-40.35,-52.95,-68.75,15.1133184,14.5167592,12.0108,3.54952680000002,-12.2504732
-3,87,2019-03-09 00:00:00,86400,-22.45,-30.45,-40.35,-52.95,-68.45,15.3133184,14.1167592,12.0108,3.54952680000002,-11.9504732
-3,87,2019-06-28 03:00:00,97200,-22.25,-30.45,-40.35,-52.95,-68.45,15.5133184,14.1167592,12.0108,3.54952680000002,-11.9504732
-3,88,2019-03-09 18:00:00,64800,-22.25,-29.95,-40.45,-53.05,-68.55,15.5133184,14.6167592,11.9108,3.44952680000003,-12.0504732
-3,88,2019-03-09 21:00:00,75600,-22.45,-30.25,-40.45,-52.95,-68.85,15.3133184,14.3167592,11.9108,3.54952680000002,-12.3504732
-3,88,2019-03-09 00:00:00,86400,-22.35,-30.65,-40.75,-53.15,-68.15,15.4133184,13.9167592,11.6108,3.34952680000004,-11.6504732
-3,88,2019-06-28 03:00:00,97200,-22.05,-30.35,-40.55,-52.95,-68.55,15.7133184,14.2167592,11.8108,3.54952680000002,-12.0504732
-3,89,2019-03-09 18:00:00,64800,-22.35,-29.75,-40.35,-53.35,-68.25,15.4133184,14.8167592,12.0108,3.14952680000005,-11.7504732
-3,89,2019-03-09 21:00:00,75600,-22.45,-30.25,-40.45,-52.95,-68.65,15.3133184,14.3167592,11.9108,3.54952680000002,-12.1504732
-3,89,2019-03-09 00:00:00,86400,-22.25,-30.65,-40.95,-53.05,-68.75,15.5133184,13.9167592,11.4108,3.44952680000003,-12.2504732
-3,89,2019-06-28 03:00:00,97200,-21.95,-30.45,-40.35,-52.95,-68.95,15.8133184,14.1167592,12.0108,3.54952680000002,-12.4504732
-3,90,2019-03-09 18:00:00,64800,-22.25,-29.55,-40.55,-53.25,-68.35,15.5133184,15.0167592,11.8108,3.24952680000004,-11.8504732
-3,90,2019-03-09 21:00:00,75600,-22.15,-30.05,-40.95,-52.95,-68.85,15.6133184,14.5167592,11.4108,3.54952680000002,-12.3504732
-3,90,2019-03-09 00:00:00,86400,-21.95,-30.65,-40.95,-53.15,-68.45,15.8133184,13.9167592,11.4108,3.34952680000004,-11.9504732
-3,90,2019-06-28 03:00:00,97200,-22.05,-30.65,-40.55,-53.25,-68.35,15.7133184,13.9167592,11.8108,3.24952680000004,-11.8504732
-3,91,2019-03-09 18:00:00,64800,-21.95,-29.85,-41.05,-52.75,-68.35,15.8133184,14.7167592,11.3108,3.74952680000004,-11.8504732
-3,91,2019-03-09 21:00:00,75600,-21.65,-30.45,-41.05,-53.15,-68.75,16.1133184,14.1167592,11.3108,3.34952680000004,-12.2504732
-3,91,2019-03-09 00:00:00,86400,-21.85,-30.75,-41.25,-53.25,-68.35,15.9133184,13.8167592,11.1108,3.24952680000004,-11.8504732
-3,91,2019-06-28 03:00:00,97200,-21.75,-30.65,-41.05,-52.85,-68.35,16.0133184,13.9167592,11.3108,3.64952680000005,-11.8504732
-3,92,2019-03-09 18:00:00,64800,-21.65,-30.35,-41.15,-52.85,-68.25,16.1133184,14.2167592,11.2108,3.64952680000005,-11.7504732
-3,92,2019-03-09 21:00:00,75600,-21.65,-30.55,-41.05,-53.15,-68.85,16.1133184,14.0167592,11.3108,3.34952680000004,-12.3504732
-3,92,2019-03-09 00:00:00,86400,-21.95,-30.85,-41.45,-52.85,-68.65,15.8133184,13.7167592,10.9108,3.64952680000005,-12.1504732
-3,92,2019-06-28 03:00:00,97200,-21.85,-30.85,-40.85,-52.85,-68.55,15.9133184,13.7167592,11.5108,3.64952680000005,-12.0504732
-3,93,2019-03-09 18:00:00,64800,-21.55,-30.45,-40.95,-53.05,-68.55,16.2133184,14.1167592,11.4108,3.44952680000003,-12.0504732
-3,93,2019-03-09 21:00:00,75600,-21.85,-30.65,-40.95,-53.15,-69.05,15.9133184,13.9167592,11.4108,3.34952680000004,-12.5504732
-3,93,2019-03-09 00:00:00,86400,-21.95,-30.85,-41.15,-53.05,-68.95,15.8133184,13.7167592,11.2108,3.44952680000003,-12.4504732
-3,93,2019-06-28 03:00:00,97200,-21.95,-30.65,-40.75,-52.95,-68.75,15.8133184,13.9167592,11.6108,3.54952680000002,-12.2504732
-3,94,2019-03-09 18:00:00,64800,-21.75,-30.65,-40.75,-53.15,-68.65,16.0133184,13.9167592,11.6108,3.34952680000004,-12.1504732
-3,94,2019-03-09 21:00:00,75600,-21.85,-30.65,-40.95,-53.35,-68.85,15.9133184,13.9167592,11.4108,3.14952680000005,-12.3504732
-3,94,2019-03-09 00:00:00,86400,-22.15,-30.75,-41.15,-53.15,-69.25,15.6133184,13.8167592,11.2108,3.34952680000004,-12.7504732
-3,94,2019-06-28 03:00:00,97200,-21.95,-30.45,-40.85,-53.05,-69.05,15.8133184,14.1167592,11.5108,3.44952680000003,-12.5504732
-3,95,2019-03-09 18:00:00,64800,-22.05,-30.75,-40.95,-53.25,-68.45,15.7133184,13.8167592,11.4108,3.24952680000004,-11.9504732
-3,95,2019-03-09 21:00:00,75600,-21.95,-30.55,-41.05,-53.15,-68.85,15.8133184,14.0167592,11.3108,3.34952680000004,-12.3504732
-3,95,2019-03-09 00:00:00,86400,-22.25,-30.85,-41.15,-53.15,-69.25,15.5133184,13.7167592,11.2108,3.34952680000004,-12.7504732
-3,95,2019-06-28 03:00:00,97200,-21.95,-30.65,-40.65,-53.25,-69.05,15.8133184,13.9167592,11.7108,3.24952680000004,-12.5504732
-3,96,2019-03-09 18:00:00,64800,-22.25,-30.65,-41.25,-53.25,-68.45,15.5133184,13.9167592,11.1108,3.24952680000004,-11.9504732
-3,96,2019-03-09 21:00:00,75600,-22.15,-30.65,-41.05,-53.35,-68.75,15.6133184,13.9167592,11.3108,3.14952680000005,-12.2504732
-3,96,2019-03-09 00:00:00,86400,-22.25,-30.85,-40.95,-53.35,-69.25,15.5133184,13.7167592,11.4108,3.14952680000005,-12.7504732
-3,96,2019-06-28 03:00:00,97200,-22.05,-30.35,-40.85,-53.35,-69.05,15.7133184,14.2167592,11.5108,3.14952680000005,-12.5504732
-3,97,2019-03-09 18:00:00,64800,-22.35,-30.85,-41.15,-53.45,-68.55,15.4133184,13.7167592,11.2108,3.04952680000002,-12.0504732
-3,97,2019-03-09 21:00:00,75600,-22.25,-30.95,-41.15,-53.65,-68.85,15.5133184,13.6167592,11.2108,2.84952680000004,-12.3504732
-3,97,2019-03-09 00:00:00,86400,-22.15,-30.55,-41.15,-53.45,-69.05,15.6133184,14.0167592,11.2108,3.04952680000002,-12.5504732
-3,97,2019-06-28 03:00:00,97200,-21.85,-30.35,-41.15,-53.55,-68.75,15.9133184,14.2167592,11.2108,2.94952680000003,-12.2504732
-3,98,2019-03-09 18:00:00,64800,-22.25,-31.15,-41.35,-53.65,-68.65,15.5133184,13.4167592,11.0108,2.84952680000004,-12.1504732
-3,98,2019-03-09 21:00:00,75600,-22.35,-30.95,-41.55,-53.55,-68.75,15.4133184,13.6167592,10.8108,2.94952680000003,-12.2504732
