time,band,tx_sign,tx_lat,tx_lon,rx_sign,rx_lat,rx_lon,frequency,snr,drift,power,distance
2014-03-07 22:42:00,14,2E1CJF,53.479167,-2.541667,W3GXT,39.479167,-76.791667,14097119,-16,0,37,5619
2014-03-07 22:42:00,14,2E1CJF,53.479167,-2.541667,VE1AIM,44.770833,-63.708333,14097129,-24,0,37,4411
2014-03-07 22:42:00,14,2E1CJF,53.479167,-2.541667,DK6UG,49.520833,8.208333,14097120,-24,0,37,863
2014-03-07 22:42:00,14,2E1CJF,53.479167,-2.541667,OZ7IT,55.229167,12.291667,14097123,-19,0,37,979
2014-03-07 22:42:00,14,2E1CJF,53.479167,-2.541667,4X1RF,32.770833,34.958333,14097122,-10,0,37,3747
2014-03-07 22:50:00,14,2E1CJF,53.479167,-2.541667,4X1RF,32.770833,34.958333,14097122,-16,0,37,3747
2014-03-07 22:42:00,10,7F1GVA,29.520833,43.041667,G0MQW,51.479167,-0.958333,10140185,-1,0,23,4353
2014-03-07 22:40:00,14,AA7FV,32.270833,-110.708333,K6CCA,37.145833,-121.625,14097151,4,0,33,1135
2014-03-07 22:40:00,14,AA7FV,32.270833,-110.708333,K7FET,45.520833,-122.958333,14097156,-17,0,33,1811
2014-03-07 22:40:00,14,AA7FV,32.270833,-110.708333,AE9RB,45.479167,-122.625,14097146,-21,0,33,1790
2014-03-07 22:40:00,14,AA7FV,32.270833,-110.708333,W7ZWW,45.3125,-122.541667,14097134,-19,0,33,1772
2014-03-07 22:40:00,14,AA7FV,32.270833,-110.708333,WQ7Q,47.520833,-122.958333,14097168,-5,0,33,1986
2014-03-07 22:40:00,14,AA7FV,32.270833,-110.708333,AF6CH,39.020833,-119.875,14097143,2,0,33,1117
2014-03-07 22:40:00,14,AA7FV,32.270833,-110.708333,K7UEB/20,46.0625,-118.375,14097158,-11,-1,33,1668
2014-03-07 22:40:00,14,AA7FV,32.270833,-110.708333,VE6PDQ,54.729167,-113.291667,14097150,-11,0,33,2506
2014-03-07 22:40:00,14,AA7FV,32.270833,-110.708333,W4AC,26.520833,-82.958333,14097172,-18,0,33,2749
2014-03-07 22:40:00,14,AA7FV,32.270833,-110.708333,AD4PT,32.979167,-97.125,14097148,-1,0,33,1274
2014-03-07 22:40:00,14,AA7FV,32.270833,-110.708333,AI4RY,32.604167,-85.458333,14097155,-6,0,33,2364
2014-03-07 22:40:00,14,AA7FV,32.270833,-110.708333,KB1MVX,33.520833,-84.958333,14097145,-20,0,33,2395
2014-03-07 22:40:00,14,AA7FV,32.270833,-110.708333,K4COD,33.104167,-84.458333,14097151,-2,0,33,2452
2014-03-07 22:40:00,14,AA7FV,32.270833,-110.708333,K9AN,40.104167,-88.125,14097151,-16,0,33,2198
2014-03-07 22:40:00,14,AA7FV,32.270833,-110.708333,W9HLY,40.8125,-84.958333,14097151,-10,0,33,2477
2014-03-07 22:40:00,14,AA7FV,32.270833,-110.708333,K4RCG,38.479167,-78.041667,14097159,-12,0,33,3024
2014-03-07 22:40:00,14,AA7FV,32.270833,-110.708333,W3GXT,39.479167,-76.791667,14097148,-9,0,33,3139
2014-03-07 22:40:00,14,AA7FV,32.270833,-110.708333,VE1AIM,44.770833,-63.708333,14097158,-21,1,33,4252
2014-03-07 22:40:00,14,AA7FV,32.270833,-110.708333,GM4SFW,57.520833,-4.375,14097161,-13,0,33,7914
2014-03-07 22:40:00,14,AA7FV,32.270833,-110.708333,G4DND,50.520833,-2.958333,14097152,-18,-1,33,8407
2014-03-07 22:40:00,14,AA7FV,32.270833,-110.708333,2E1CJF,53.479167,-2.541667,14097158,-18,0,33,8251
2014-03-07 22:40:00,14,AA7FV,32.270833,-110.708333,M6NNB,51.1875,-0.291667,14097170,-22,0,33,8521
2014-03-07 22:40:00,14,AA7FV,32.270833,-110.708333,IK1NET,44.854167,7.541667,14097157,-15,0,33,9415
2014-03-07 22:40:00,14,AA7FV,32.270833,-110.708333,DK6UG,49.520833,8.208333,14097148,-12,0,33,9108
2014-03-07 22:40:00,14,AA7FV,32.270833,-110.708333,DG7RJ,48.3125,11.625,14097150,-25,0,33,9382
2014-03-07 22:40:00,14,AA7FV,32.270833,-110.708333,OZ7IT,55.229167,12.291667,14097152,-9,0,33,8881
2014-03-07 22:40:00,14,AA7FV,32.270833,-110.708333,4X1RF,32.770833,34.958333,14097151,-25,0,33,11936
2014-03-07 22:44:00,14,AA7FV,32.270833,-110.708333,K6CCA,37.145833,-121.625,14097150,6,0,33,1135
2014-03-07 22:44:00,14,AA7FV,32.270833,-110.708333,K7FET,45.520833,-122.958333,14097155,-15,0,33,1811
2014-03-07 22:44:00,14,AA7FV,32.270833,-110.708333,AE9RB,45.479167,-122.625,14097146,-19,0,33,1790
2014-03-07 22:44:00,14,AA7FV,32.270833,-110.708333,W7ZWW,45.3125,-122.541667,14097134,-18,0,33,1772
2014-03-07 22:44:00,14,AA7FV,32.270833,-110.708333,WQ7Q,47.520833,-122.958333,14097168,-6,0,33,1986
2014-03-07 22:44:00,14,AA7FV,32.270833,-110.708333,AF6CH,39.020833,-119.875,14097144,4,0,33,1117
2014-03-07 22:44:00,14,AA7FV,32.270833,-110.708333,AF5ES,35.8125,-106.208333,14097154,-1,0,33,572
2014-03-07 22:44:00,14,AA7FV,32.270833,-110.708333,K7UEB/20,46.0625,-118.375,14097157,-8,0,33,1668
2014-03-07 22:44:00,14,AA7FV,32.270833,-110.708333,VE7ENP,49.895833,-119.458333,14097095,-8,0,33,2089
2014-03-07 22:44:00,14,AA7FV,32.270833,-110.708333,AD4PT,32.979167,-97.125,14097148,3,0,33,1274
2014-03-07 22:44:00,14,AA7FV,32.270833,-110.708333,AI4RY,32.604167,-85.458333,14097155,-8,1,33,2364
2014-03-07 22:44:00,14,AA7FV,32.270833,-110.708333,K4EH,33.520833,-84.958333,14097185,-11,1,33,2395
2014-03-07 22:44:00,14,AA7FV,32.270833,-110.708333,K4COD,33.104167,-84.458333,14097150,1,0,33,2452
2014-03-07 22:44:00,14,AA7FV,32.270833,-110.708333,W9HLY,40.8125,-84.958333,14097150,-8,0,33,2477
2014-03-07 22:44:00,14,AA7FV,32.270833,-110.708333,W3GXT,39.479167,-76.791667,14097148,-7,0,33,3139
2014-03-07 22:44:00,14,AA7FV,32.270833,-110.708333,GM4SFW,57.520833,-4.375,14097159,-9,0,33,7914
2014-03-07 22:44:00,14,AA7FV,32.270833,-110.708333,G4DND,50.520833,-2.958333,14097151,-14,0,33,8407
2014-03-07 22:44:00,14,AA7FV,32.270833,-110.708333,M6NNB,51.1875,-0.291667,14097169,-22,0,33,8521
2014-03-07 22:44:00,14,AA7FV,32.270833,-110.708333,IK1NET,44.854167,7.541667,14097157,-15,0,33,9415
2014-03-07 22:44:00,14,AA7FV,32.270833,-110.708333,DK0SC,49.229167,11.041667,14097162,-14,0,33,9281
2014-03-07 22:46:00,14,AA7FV,32.270833,-110.708333,2E0DSS,52.479167,-2.041667,14097148,-20,0,33,8341
2014-03-07 23:10:00,14,AA7FV,32.270833,-110.708333,K7FET,45.520833,-122.958333,14097155,-20,0,33,1811
2014-03-07 23:10:00,14,AA7FV,32.270833,-110.708333,AE9RB,45.479167,-122.625,14097146,-17,0,33,1790
2014-03-07 23:10:00,14,AA7FV,32.270833,-110.708333,W7ZWW,45.3125,-122.541667,14097134,-15,0,33,1772
2014-03-07 23:10:00,14,AA7FV,32.270833,-110.708333,WQ7Q,47.520833,-122.958333,14097167,-9,0,33,1986
2014-03-07 23:10:00,14,AA7FV,32.270833,-110.708333,AF6CH,39.020833,-119.875,14097142,-1,0,33,1117
2014-03-07 23:10:00,14,AA7FV,32.270833,-110.708333,N6RY,33.145833,-117.291667,14097150,-10,0,33,623
2014-03-07 23:10:00,14,AA7FV,32.270833,-110.708333,K7UEB/20,46.0625,-118.375,14097162,-14,1,33,1668
2014-03-07 23:10:00,14,AA7FV,32.270833,-110.708333,VE7ENP,49.895833,-119.458333,14097096,-4,0,33,2089
2014-03-07 23:10:00,14,AA7FV,32.270833,-110.708333,AD7LF,47.6875,-114.125,14097148,-22,0,33,1738
2014-03-07 23:10:00,14,AA7FV,32.270833,-110.708333,VE6PDQ/1,53.479167,-113.541667,14097152,-11,0,33,2369
2014-03-07 23:10:00,14,AA7FV,32.270833,-110.708333,VE6PDQ,54.729167,-113.291667,14097148,-10,0,33,2506
2014-03-07 23:10:00,14,AA7FV,32.270833,-110.708333,W4AC,26.520833,-82.958333,14097172,-15,0,33,2749
2014-03-07 23:10:00,14,AA7FV,32.270833,-110.708333,AD4PT,32.979167,-97.125,14097148,2,-1,33,1274
2014-03-07 23:10:00,10,AA7FV,32.270833,-110.708333,KU4PY,32.395833,-86.125,10140250,-9,0,33,2305
2014-03-07 23:10:00,14,AA7FV,32.270833,-110.708333,K4EH,33.520833,-84.958333,14097183,-16,0,33,2395
2014-03-07 23:10:00,14,AA7FV,32.270833,-110.708333,K4COD,33.104167,-84.458333,14097150,-1,0,33,2452
2014-03-07 23:10:00,14,AA7FV,32.270833,-110.708333,K9AN,40.104167,-88.125,14097150,-5,0,33,2198
2014-03-07 23:10:00,14,AA7FV,32.270833,-110.708333,W9HLY,40.8125,-84.958333,14097150,-11,0,33,2477
2014-03-07 23:10:00,14,AA7FV,32.270833,-110.708333,W3GXT,39.479167,-76.791667,14097148,-12,0,33,3139
2014-03-07 23:10:00,14,AA7FV,32.270833,-110.708333,VE1AIM,44.770833,-63.708333,14097156,-22,1,33,4252
2014-03-07 23:10:00,14,AA7FV,32.270833,-110.708333,GM4SFW,57.520833,-4.375,14097158,-12,0,33,7914
2014-03-07 23:10:00,14,AA7FV,32.270833,-110.708333,2E0DSS,52.479167,-2.041667,14097148,-20,0,33,8341
2014-03-07 23:10:00,14,AA7FV,32.270833,-110.708333,DK6UG,49.520833,8.208333,14097148,-19,0,33,9108
2014-03-07 23:10:00,14,AA7FV,32.270833,-110.708333,OZ7IT,55.229167,12.291667,14097151,-8,0,33,8881
2014-03-07 23:14:00,14,AA7FV,32.270833,-110.708333,K6CCA,37.145833,-121.625,14097150,5,0,33,1135
2014-03-07 23:14:00,14,AA7FV,32.270833,-110.708333,AE9RB,45.479167,-122.625,14097145,-20,0,33,1790
2014-03-07 23:14:00,14,AA7FV,32.270833,-110.708333,W7ZWW,45.3125,-122.541667,14097134,-18,0,33,1772
2014-03-07 23:14:00,14,AA7FV,32.270833,-110.708333,WQ7Q,47.520833,-122.958333,14097167,-2,0,33,1986
2014-03-07 23:14:00,14,AA7FV,32.270833,-110.708333,AF6CH,39.020833,-119.875,14097142,1,1,33,1117
2014-03-07 23:14:00,14,AA7FV,32.270833,-110.708333,AF5ES,35.8125,-106.208333,14097153,-6,0,33,572
2014-03-07 23:14:00,14,AA7FV,32.270833,-110.708333,K7UEB/20,46.0625,-118.375,14097167,-6,1,33,1668
2014-03-07 23:14:00,14,AA7FV,32.270833,-110.708333,AD7LF,47.6875,-114.125,14097149,-15,0,33,1738
2014-03-07 23:14:00,14,AA7FV,32.270833,-110.708333,W4AC,26.520833,-82.958333,14097171,-15,1,33,2749
2014-03-07 23:14:00,14,AA7FV,32.270833,-110.708333,W4MO,27.520833,-82.958333,14097189,-13,0,33,2712
2014-03-07 23:14:00,14,AA7FV,32.270833,-110.708333,AD4PT,32.979167,-97.125,14097147,6,0,33,1274
2014-03-07 23:14:00,14,AA7FV,32.270833,-110.708333,KB1MVX,33.520833,-84.958333,14097148,-7,0,33,2395
2014-03-07 23:14:00,14,AA7FV,32.270833,-110.708333,K4COD,33.104167,-84.458333,14097150,3,0,33,2452
2014-03-07 23:14:00,14,AA7FV,32.270833,-110.708333,K9AN,40.104167,-88.125,14097149,-9,0,33,2198
2014-03-07 23:14:00,14,AA7FV,32.270833,-110.708333,W9HLY,40.8125,-84.958333,14097150,-6,-1,33,2477
2014-03-07 23:14:00,14,AA7FV,32.270833,-110.708333,K4RCG,38.479167,-78.041667,14097160,-7,0,33,3024
2014-03-07 23:14:00,14,AA7FV,32.270833,-110.708333,W3GXT,39.479167,-76.791667,14097147,-8,0,33,3139
2014-03-07 23:14:00,14,AA7FV,32.270833,-110.708333,VE1AIM,44.770833,-63.708333,14097156,-24,0,33,4252
2014-03-07 23:14:00,14,AA7FV,32.270833,-110.708333,2E0DSS,52.479167,-2.041667,14097148,-19,0,33,8341
2014-03-07 23:14:00,14,AA7FV,32.270833,-110.708333,M5ADA,53.479167,-1.125,14097161,-22,0,33,8329
2014-03-07 23:14:00,14,AA7FV,32.270833,-110.708333,IK1NET,44.854167,7.541667,14097156,-12,0,33,9415
2014-03-07 23:14:00,14,AA7FV,32.270833,-110.708333,DK6UG,49.520833,8.208333,14097147,-18,0,33,9108
2014-03-07 23:40:00,14,AA7FV,32.270833,-110.708333,K6CCA,37.145833,-121.625,14097150,9,0,33,1135
2014-03-07 23:40:00,14,AA7FV,32.270833,-110.708333,WQ7Q,47.520833,-122.958333,14097167,-8,0,33,1986
2014-03-07 23:40:00,14,AA7FV,32.270833,-110.708333,AF5ES,35.8125,-106.208333,14097154,1,0,33,572
2014-03-07 23:40:00,14,AA7FV,32.270833,-110.708333,K7UEB/20,46.0625,-118.375,14097158,-10,0,33,1668
2014-03-07 23:40:00,14,AA7FV,32.270833,-110.708333,AD7LF,47.6875,-114.125,14097151,-22,0,33,1738
2014-03-07 23:40:00,14,AA7FV,32.270833,-110.708333,W4AC,26.520833,-82.958333,14097171,-11,1,33,2749
2014-03-07 23:40:00,14,AA7FV,32.270833,-110.708333,W4MO,27.520833,-82.958333,14097189,-9,-1,33,2712
2014-03-07 23:40:00,14,AA7FV,32.270833,-110.708333,AD4PT,32.979167,-97.125,14097147,3,0,33,1274
2014-03-07 23:40:00,14,AA7FV,32.270833,-110.708333,KB1MVX,33.520833,-84.958333,14097141,-7,-1,33,2395
2014-03-07 23:40:00,14,AA7FV,32.270833,-110.708333,K4COD,33.104167,-84.458333,14097149,2,0,33,2452
2014-03-07 23:40:00,14,AA7FV,32.270833,-110.708333,KD0LKW,46.520833,-92.958333,14097137,-6,0,33,2181
2014-03-07 23:40:00,14,AA7FV,32.270833,-110.708333,W9HLY,40.8125,-84.958333,14097149,0,0,33,2477
2014-03-07 23:40:00,14,AA7FV,32.270833,-110.708333,K4RCG,38.479167,-78.041667,14097159,-8,0,33,3024
2014-03-07 23:40:00,14,AA7FV,32.270833,-110.708333,W3GXT,39.479167,-76.791667,14097148,0,0,33,3139
2014-03-07 23:40:00,14,AA7FV,32.270833,-110.708333,WA3DNM,39.520833,-74.958333,14097148,-8,0,33,3289
2014-03-07 23:40:00,14,AA7FV,32.270833,-110.708333,VE1AIM,44.770833,-63.708333,14097154,-21,0,33,4252
2014-03-07 23:40:00,14,AA7FV,32.270833,-110.708333,GM4SFW,57.520833,-4.375,14097159,-10,0,33,7914
2014-03-07 23:40:00,14,AA7FV,32.270833,-110.708333,IK1NET,44.854167,7.541667,14097156,-8,0,33,9415
2014-03-07 23:44:00,14,AA7FV,32.270833,-110.708333,K6CCA,37.145833,-121.625,14097149,6,0,33,1135
2014-03-07 23:44:00,14,AA7FV,32.270833,-110.708333,AE9RB,45.479167,-122.625,14097144,-15,0,33,1790
2014-03-07 23:44:00,14,AA7FV,32.270833,-110.708333,AF6CH,39.020833,-119.875,14097141,1,0,33,1117
2014-03-07 23:44:00,14,AA7FV,32.270833,-110.708333,IK1NET,44.854167,7.541667,14097156,-9,0,33,9415
2014-03-08 00:10:00,14,AA7FV,32.270833,-110.708333,K7FET,45.520833,-122.958333,14097154,-15,0,33,1811
2014-03-08 00:10:00,14,AA7FV,32.270833,-110.708333,AE9RB,45.479167,-122.625,14097143,-19,0,33,1790
2014-03-08 00:10:00,14,AA7FV,32.270833,-110.708333,WQ7Q,47.520833,-122.958333,14097167,-9,0,33,1986
2014-03-08 00:10:00,14,AA7FV,32.270833,-110.708333,AF6CH,39.020833,-119.875,14097142,-7,0,33,1117
2014-03-08 00:10:00,14,AA7FV,32.270833,-110.708333,N6RY,33.145833,-117.291667,14097148,-13,0,33,623
2014-03-08 00:10:00,14,AA7FV,32.270833,-110.708333,K7UEB/20,46.0625,-118.375,14097158,-8,0,33,1668
2014-03-08 00:10:00,14,AA7FV,32.270833,-110.708333,AD7LF,47.6875,-114.125,14097151,-13,0,33,1738
2014-03-08 00:10:00,14,AA7FV,32.270833,-110.708333,VE6PDQ,54.729167,-113.291667,14097147,-9,0,33,2506
2014-03-08 00:10:00,14,AA7FV,32.270833,-110.708333,W4AC,26.520833,-82.958333,14097171,-16,0,33,2749
2014-03-08 00:10:00,14,AA7FV,32.270833,-110.708333,AD4PT,32.979167,-97.125,14097146,-4,0,33,1274
2014-03-08 00:10:00,14,AA7FV,32.270833,-110.708333,WA5ETV,35.520833,-96.958333,14097147,-26,0,33,1310
2014-03-08 00:10:00,10,AA7FV,32.270833,-110.708333,KU4PY,32.395833,-86.125,10140248,-3,0,33,2305
2014-03-08 00:10:00,14,AA7FV,32.270833,-110.708333,K4EH,33.520833,-84.958333,14097183,-9,0,33,2395
2014-03-08 00:10:00,14,AA7FV,32.270833,-110.708333,K4COD,33.104167,-84.458333,14097149,-1,0,33,2452
2014-03-08 00:10:00,14,AA7FV,32.270833,-110.708333,KD0LKW,46.520833,-92.958333,14097136,-16,0,33,2181
2014-03-08 00:10:00,14,AA7FV,32.270833,-110.708333,K9AN,40.104167,-88.125,14097149,-8,0,33,2198
2014-03-08 00:10:00,14,AA7FV,32.270833,-110.708333,W9HLY,40.8125,-84.958333,14097149,-8,0,33,2477
2014-03-08 00:10:00,14,AA7FV,32.270833,-110.708333,K4RCG,38.479167,-78.041667,14097159,-9,1,33,3024
2014-03-08 00:10:00,14,AA7FV,32.270833,-110.708333,KC3BWN,39.0625,-77.041667,14097152,-11,0,33,3115
2014-03-08 00:10:00,14,AA7FV,32.270833,-110.708333,W3GXT,39.479167,-76.791667,14097147,-11,0,33,3139
2014-03-08 00:10:00,14,AA7FV,32.270833,-110.708333,GM4SFW,57.520833,-4.375,14097156,-10,0,33,7914
2014-03-08 00:10:00,14,AA7FV,32.270833,-110.708333,2E0DSS,52.479167,-2.041667,14097148,-24,0,33,8341
2014-03-08 00:10:00,14,AA7FV,32.270833,-110.708333,IK1NET,44.854167,7.541667,14097156,-9,0,33,9415
2014-03-08 00:10:00,14,AA7FV,32.270833,-110.708333,OZ7IT,55.229167,12.291667,14097150,-15,1,33,8881
2014-03-08 00:14:00,14,AA7FV,32.270833,-110.708333,K6CCA,37.145833,-121.625,14097149,8,0,33,1135
2014-03-08 00:14:00,14,AA7FV,32.270833,-110.708333,K7FET,45.520833,-122.958333,14097154,-12,0,33,1811
2014-03-08 00:14:00,14,AA7FV,32.270833,-110.708333,AE9RB,45.479167,-122.625,14097143,-21,0,33,1790
2014-03-08 00:14:00,14,AA7FV,32.270833,-110.708333,WQ7Q,47.520833,-122.958333,14097167,-2,0,33,1986
2014-03-08 00:14:00,14,AA7FV,32.270833,-110.708333,AF6CH,39.020833,-119.875,14097142,-2,1,33,1117
2014-03-08 00:14:00,14,AA7FV,32.270833,-110.708333,AF5ES,35.8125,-106.208333,14097153,-6,0,33,572
2014-03-08 00:14:00,14,AA7FV,32.270833,-110.708333,K7UEB/20,46.0625,-118.375,14097157,-12,0,33,1668
2014-03-08 00:14:00,14,AA7FV,32.270833,-110.708333,AD7LF,47.6875,-114.125,14097150,-12,0,33,1738
2014-03-08 00:14:00,14,AA7FV,32.270833,-110.708333,W4AC,26.520833,-82.958333,14097171,-8,0,33,2749
2014-03-08 00:14:00,14,AA7FV,32.270833,-110.708333,W4MO,27.520833,-82.958333,14097188,-12,0,33,2712
2014-03-08 00:14:00,14,AA7FV,32.270833,-110.708333,AD4PT,32.979167,-97.125,14097145,2,0,33,1274
2014-03-08 00:14:00,14,AA7FV,32.270833,-110.708333,K4EH,33.520833,-84.958333,14097183,-12,0,33,2395
2014-03-08 00:14:00,14,AA7FV,32.270833,-110.708333,KB1MVX,33.520833,-84.958333,14097143,-10,0,33,2395
2014-03-08 00:14:00,14,AA7FV,32.270833,-110.708333,KD0LKW,46.520833,-92.958333,14097136,-15,0,33,2181
2014-03-08 00:14:00,14,AA7FV,32.270833,-110.708333,W3GXT,39.479167,-76.791667,14097147,-8,0,33,3139
2014-03-08 00:14:00,14,AA7FV,32.270833,-110.708333,WA3DNM,39.520833,-74.958333,14097148,-9,0,33,3289
2014-03-08 00:14:00,14,AA7FV,32.270833,-110.708333,VE1AIM,44.770833,-63.708333,14097153,-22,0,33,4252
2014-03-08 00:14:00,14,AA7FV,32.270833,-110.708333,GM4SFW,57.520833,-4.375,14097156,-9,0,33,7914
2014-03-08 00:14:00,14,AA7FV,32.270833,-110.708333,2E0DSS,52.479167,-2.041667,14097148,-23,0,33,8341
2014-03-08 00:14:00,14,AA7FV,32.270833,-110.708333,IK1NET,44.854167,7.541667,14097156,-7,0,33,9415
2014-03-07 22:34:00,28,AC7SM,36.1875,-115.291667,NH7SR,21.3125,-157.791667,28126009,-17,1,37,4419
2014-03-07 22:34:00,28,AC7SM,36.1875,-115.291667,KE5HPY,29.520833,-94.958333,28126027,-9,1,37,2029
2014-03-07 22:34:00,28,AC7SM,36.1875,-115.291667,KZ8C,38.520833,-82.708333,28126017,-20,1,37,2877
2014-03-07 22:34:00,28,AC7SM,36.1875,-115.291667,KB9AMG,42.979167,-88.375,28126025,3,1,37,2415
2014-03-07 22:34:00,28,AC7SM,36.1875,-115.291667,WJ9H,43.020833,-89.458333,28126044,-7,1,37,2329
2014-03-07 22:34:00,28,AC7SM,36.1875,-115.291667,VA3ROM,48.4375,-89.208333,28126019,-1,1,37,2521
2014-03-07 22:34:00,28,AC7SM,36.1875,-115.291667,W8OL,43.020833,-83.541667,28126011,-27,1,37,2806
2014-03-07 22:34:00,28,AC7SM,36.1875,-115.291667,KC2GMM,41.520833,-74.958333,28126025,-26,1,37,3503
2014-03-07 22:34:00,28,AC7SM,36.1875,-115.291667,WG2Z,41.020833,-74.791667,28126017,-22,1,37,3528
2014-03-07 22:34:00,28,AC7SM,36.1875,-115.291667,CX2ABP,-34.895833,-56.125,28126030,-22,0,37,9998
