time,band,tx_sign,tx_lat,tx_lon,rx_sign,rx_lat,rx_lon,frequency,snr,drift,power,distance,snr_z,drift_z,arc_id
2014-03-08 00:00:00,28,N7SCQ,38.438,-121.792,WG2Z,41.021,-74.792,28126085,-22,0,30,3981,-8.768,,ping-001059
2014-03-08 00:02:00,10,K4RCG,38.479,-78.042,WD4ELG,36.479,-79.042,10140207,-3,0,37,239,-5.171,,ping-001059
2014-03-08 00:02:00,10,K4RCG,38.479,-78.042,W3BI,40.563,-75.625,10140212,-10,0,37,311,-6.408,,ping-001059
2014-03-08 00:02:00,14,WA3DNM,39.938,-75.542,W4MO,27.479,-83.042,14097096,5,0,37,1548,5.396,,ping-001059
2014-03-08 00:02:00,28,KB4RG,29.563,-98.125,WA6JRW,34.188,-117.375,28126019,-20,0,37,1886,-8.768,,ping-001059
2014-03-08 00:04:00,14,W4AC,26.979,-82.292,K6CCA,37.146,-121.625,14097078,-12,0,30,3845,6.745,,ping-001059
2014-03-08 00:04:00,14,K4RCG,38.479,-78.042,KB1MVX,33.479,-85.042,14097099,-23,0,37,840,-10.455,,ping-001059
2014-03-08 00:04:00,14,K4RCG,38.479,-78.042,W9HLY,40.813,-84.958,14097104,-18,1,37,646,-5.261,,ping-001059
2014-03-08 00:06:00,7,OZ7IT,55.229,12.292,K4RCG,38.479,-78.042,7040156,-19,0,37,6609,6.070,,ping-001059
2014-03-08 00:06:00,28,WG2Z,41.021,-74.792,WK0I,32.854,-97.042,28126058,-29,0,37,2168,-6.070,,ping-001059
2014-03-08 00:08:00,10,N1NCO,42.479,-71.458,W3BI,40.563,-75.625,10140179,-19,0,37,407,-7.419,,ping-001059
2014-03-08 00:08:00,28,K4RCG,38.479,-78.042,KD6RF,37.688,-121.792,28126164,-26,0,37,3793,-5.396,,ping-001059
2014-03-08 00:10:00,7,ON7KO,51.188,4.208,DK6UG,49.521,8.208,7040109,-17,0,37,339,-6.408,,ping-001059
2014-03-08 00:12:00,3,VA3MW,44.521,-78.625,K4RCG,38.479,-78.042,3594151,-18,0,37,674,-15.513,,ping-001059
2014-03-08 00:12:00,28,KB9AMG,42.979,-88.375,VK7ZL,-42.771,147.042,28126065,-17,0,37,15584,6.070,,ping-001059
2014-03-08 00:12:00,50,KD6RF/H,37.688,-121.792,N6KOG,37.771,-121.458,50294530,11,0,43,31,14.164,,ping-001059
2014-03-08 00:14:00,10,WD4ELG,36.188,-79.875,K4RCG,38.479,-78.042,10140221,-23,0,27,302,-5.621,,ping-001059
2014-03-08 00:14:00,14,AA7FV,32.271,-110.708,K7FET,45.521,-122.958,14097154,-12,0,33,1811,5.396,,ping-001059
2014-03-08 00:14:00,14,K4COD,33.104,-84.458,W4MO,27.479,-83.042,14097199,-15,0,37,640,-6.745,,ping-001059
2014-03-08 00:14:00,14,K4COD,33.104,-84.458,KD0LKW,46.479,-93.042,14097146,-10,0,37,1656,6.745,,ping-001059
2014-03-08 00:16:00,10,W3BI,40.563,-75.625,PI4THT,52.229,6.875,10140280,-7,0,30,6107,6.745,,ping-001059
2014-03-08 00:16:00,14,K4RCG,38.479,-78.042,DK6UG,49.521,8.208,14097102,-15,0,37,6624,-6.745,,ping-001059
2014-03-08 00:16:00,14,K4RCG,38.479,-78.042,K4COD,33.104,-84.458,14097104,-15,1,37,832,-6.745,,ping-001059
2014-03-08 00:18:00,7,ON7KO,51.188,4.208,DK6UG,49.521,8.208,7040110,-16,1,37,339,-6.070,,ping-001059
2014-03-08 00:18:00,28,WK0I,32.854,-97.042,WA6JRW,34.188,-117.375,28126141,-23,-1,37,1888,-11.129,,ping-001059
2014-03-08 00:20:00,10,W3CSW,39.146,-77.125,WD4ELG,36.479,-79.042,10140259,-14,0,33,341,-14.839,,ping-001059
2014-03-08 00:20:00,14,WA3DNM,39.938,-75.542,K4EH,33.479,-85.042,14097090,2,0,37,1109,5.396,,ping-001059
2014-03-08 00:20:00,28,N7SCQ,38.438,-121.792,WG2Z,41.021,-74.792,28126085,-26,0,30,3981,-10.117,,ping-001059
2014-03-08 00:22:00,14,K4COD,33.104,-84.458,W4MO,27.479,-83.042,14097198,-13,0,37,640,-6.070,,ping-001059
2014-03-08 00:22:00,14,K4COD,33.104,-84.458,W3GXT,39.479,-76.792,14097158,-13,0,37,986,-6.745,,ping-001059
2014-03-08 00:22:00,50,KD6RF/H,37.688,-121.792,N6KOG,37.771,-121.458,50294530,12,0,43,31,14.839,,ping-001059
2014-03-08 00:24:00,14,K4EH,33.438,-84.458,W9HLY,40.813,-84.958,14097066,-22,0,37,821,-16.188,,ping-001059
2014-03-08 00:26:00,10,N1NCO,42.479,-71.458,W3BI,40.563,-75.625,10140179,-20,-1,37,407,-7.757,,ping-001059
2014-03-08 00:26:00,28,KB9AMG,42.979,-88.375,AC7SM,36.188,-115.292,28126075,-14,1,37,2415,-6.070,0.674,ping-001059
2014-03-08 00:28:00,14,K9AN,40.104,-88.125,W3GXT,39.479,-76.792,14097167,-21,0,30,970,-8.094,,ping-001059
